Date,Close,High,Low,Open,Volume,"('Close', 'VMAR')","('High', 'VMAR')","('Low', 'VMAR')","('Open', 'VMAR')","('Volume', 'VMAR')"
2025-08-26,1.559999942779541,1.5700000524520874,1.5099999904632568,1.5299999713897705,199100.0,,,,,
2025-08-27,1.440000057220459,1.555999994277954,1.409999966621399,1.5299999713897705,450100.0,,,,,
2025-08-28,1.3799999952316284,1.4900000095367432,1.3799999952316284,1.4900000095367432,198900.0,,,,,
2025-08-29,1.3700000047683716,1.4199999570846558,1.2999999523162842,1.3799999952316284,304400.0,,,,,
2025-09-02,1.440000057220459,1.4500000476837158,1.340000033378601,1.3700000047683716,186800.0,,,,,
2025-09-03,1.5,1.5399999618530271,1.399999976158142,1.4450000524520874,329000.0,,,,,
2025-09-04,1.350000023841858,1.4900000095367432,1.3300000429153442,1.4700000286102295,1719500.0,,,,,
2025-09-05,1.350000023841858,1.399999976158142,1.3300000429153442,1.340000033378601,147900.0,,,,,
2025-09-08,1.3300000429153442,1.3899999856948853,1.25,1.3799999952316284,267300.0,,,,,
2025-09-09,1.2899999618530271,1.3700000047683716,1.2699999809265137,1.350000023841858,249100.0,,,,,
2025-09-10,1.3799999952316284,1.5099999904632568,1.2999999523162842,1.3600000143051147,553300.0,,,,,
2025-09-11,1.5,1.5499999523162842,1.399999976158142,1.399999976158142,318400.0,,,,,
2025-09-12,1.4800000190734863,1.6019999980926514,1.4700000286102295,1.5199999809265137,211900.0,,,,,
2025-09-15,1.4199999570846558,1.5099999904632568,1.3899999856948853,1.4900000095367432,178500.0,,,,,
2025-09-16,1.440000057220459,1.4800000190734863,1.399999976158142,1.4299999475479126,90300.0,,,,,
2025-09-17,1.4900000095367432,1.559999942779541,1.4299999475479126,1.440000057220459,299200.0,,,,,
2025-09-18,1.4500000476837158,1.4900000095367432,1.4199999570846558,1.4900000095367432,134100.0,,,,,
2025-09-19,1.4299999475479126,1.4450000524520874,1.381999969482422,1.440000057220459,92600.0,,,,,
2025-09-22,1.399999976158142,1.4390000104904177,1.3849999904632568,1.409999966621399,77700.0,,,,,
2025-09-23,1.409999966621399,1.4900000095367432,1.3799999952316284,1.399999976158142,147100.0,,,,,
2025-09-24,1.399999976158142,1.440000057220459,1.3899999856948853,1.409999966621399,93900.0,,,,,
2025-09-25,1.4199999570846558,1.440000057220459,1.3899999856948853,1.399999976158142,2316800.0,,,,,
2025-09-26,1.3799999952316284,1.434999942779541,1.350000023841858,1.3700000047683716,366800.0,,,,,
2025-09-29,1.4299999475479126,1.440000057220459,1.3600000143051147,1.3799999952316284,592900.0,,,,,
2025-09-30,1.3600000143051147,1.4299999475479126,1.350000023841858,1.4299999475479126,193900.0,,,,,
2025-10-01,1.440000057220459,1.4950000047683716,1.3600000143051147,1.3600000143051147,255200.0,,,,,
2025-10-02,1.5,1.5,1.409999966621399,1.4199999570846558,130500.0,,,,,
2025-10-03,1.5099999904632568,1.565000057220459,1.4589999914169312,1.4900000095367432,182100.0,,,,,
2025-10-06,1.5,1.5199999809265137,1.4600000381469729,1.5199999809265137,115000.0,,,,,
2025-10-07,1.4800000190734863,1.5299999713897705,1.4800000190734863,1.5,126700.0,,,,,
2025-10-08,1.5199999809265137,1.5499999523162842,1.4600000381469729,1.5399999618530271,117600.0,,,,,
2025-10-09,1.590000033378601,1.6200000047683716,1.5,1.5499999523162842,183200.0,,,,,
2025-10-10,1.4700000286102295,1.7000000476837158,1.4500000476837158,1.6299999952316284,613200.0,,,,,
2025-10-13,1.5399999618530271,1.5499999523162842,1.4249999523162842,1.5,224700.0,,,,,
2025-10-14,1.5800000429153442,1.5950000286102295,1.4900000095367432,1.5399999618530271,162500.0,,,,,
2025-10-15,1.6399999856948853,1.649999976158142,1.5700000524520874,1.6399999856948853,157300.0,,,,,
2025-10-16,1.5399999618530271,1.659999966621399,1.5190000534057615,1.659999966621399,177800.0,,,,,
2025-10-17,1.5099999904632568,1.559999942779541,1.4800000190734863,1.5299999713897705,145300.0,,,,,
2025-10-20,,,,,,1.600000023841858,1.6399999856948853,1.5299999713897705,1.5399999618530273,116800.0
2025-10-21,,,,,,1.590000033378601,1.6200000047683716,1.5609999895095825,1.590000033378601,77600.0
2025-10-22,,,,,,1.5299999713897705,1.6050000190734863,1.4900000095367432,1.600000023841858,84000.0
2025-10-23,,,,,,1.6100000143051147,1.6699999570846558,1.5,1.5199999809265137,192600.0
2025-10-24,,,,,,1.5800000429153442,1.6230000257492065,1.5499999523162842,1.6200000047683716,126900.0
2025-10-27,,,,,,1.4900000095367432,1.590000033378601,1.4700000286102295,1.5700000524520874,100800.0
2025-10-28,,,,,,1.5299999713897705,1.5640000104904175,1.468000054359436,1.4900000095367432,101500.0
2025-10-29,,,,,,1.5,1.5800000429153442,1.4800000190734863,1.5299999713897705,132700.0
2025-10-30,,,,,,1.4700000286102295,1.5199999809265137,1.4500000476837158,1.5,61600.0
2025-10-31,,,,,,1.4500000476837158,1.4800000190734863,1.3700000047683716,1.4800000190734863,92600.0
2025-11-03,,,,,,1.4199999570846558,1.4500000476837158,1.4110000133514404,1.440000057220459,62200.0
2025-11-04,,,,,,1.3600000143051147,1.440000057220459,1.3300000429153442,1.399999976158142,104200.0
2025-11-05,,,,,,1.3899999856948853,1.399999976158142,1.3450000286102295,1.3600000143051147,1398500.0
2025-11-06,,,,,,1.3799999952316284,1.440000057220459,1.3600000143051147,1.4299999475479126,330900.0
2025-11-07,,,,,,1.2200000286102295,1.3370000123977661,1.149999976158142,1.3300000429153442,261300.0
2025-11-10,,,,,,1.340000033378601,1.3600000143051147,1.2400000095367432,1.2400000095367432,191100.0
2025-11-11,,,,,,1.3200000524520874,1.3339999914169312,1.2799999713897705,1.3300000429153442,71100.0
2025-11-12,,,,,,1.5199999809265137,1.5800000429153442,1.3300000429153442,1.3799999952316284,1417300.0
2025-11-13,,,,,,1.2799999713897705,1.4800000190734863,1.2799999713897705,1.4800000190734863,259600.0
2025-11-14,,,,,,1.2000000476837158,1.2599999904632568,1.1699999570846558,1.2599999904632568,128700.0
2025-11-17,,,,,,1.2100000381469727,1.246999979019165,1.1799999475479126,1.2100000381469727,87100.0
2025-11-18,,,,,,1.2300000190734863,1.2300000190734863,1.1799999475479126,1.2200000286102295,157100.0
2025-11-19,,,,,,1.190000057220459,1.2200000286102295,1.1649999618530273,1.2100000381469727,133900.0
2025-11-20,,,,,,1.100000023841858,1.2050000429153442,1.100000023841858,1.190000057220459,110600.0
2025-11-21,,,,,,1.1549999713897705,1.1699999570846558,1.1100000143051147,1.1299999952316284,56300.0
2025-11-24,,,,,,1.190000057220459,1.2100000381469727,1.1299999952316284,1.1699999570846558,65000.0
2025-11-25,,,,,,1.2200000286102295,1.2400000095367432,1.2000000476837158,1.2000000476837158,39700.0
2025-11-26,,,,,,1.2300000190734863,1.25,1.2089999914169312,1.2200000286102295,39500.0
2025-11-28,,,,,,1.2300000190734863,1.25,1.2100000381469727,1.25,630300.0
2025-12-01,,,,,,1.0800000429153442,1.3300000429153442,1.0099999904632568,1.3300000429153442,1338900.0
2025-12-02,,,,,,1.0499999523162842,1.059999942779541,1.0199999809265137,1.059999942779541,216500.0
2025-12-03,,,,,,0.9599999785423279,1.024999976158142,0.9340000152587891,1.0199999809265137,276000.0
2025-12-04,,,,,,0.9929999709129333,1.0199999809265137,0.8600000143051147,0.9399999976158142,225100.0
2025-12-05,,,,,,0.8119999766349792,0.9449999928474426,0.8050000071525574,0.9399999976158142,529900.0
2025-12-08,,,,,,0.6779999732971191,0.8100000023841858,0.6610000133514404,0.8100000023841858,856700.0
2025-12-09,,,,,,0.5400000214576721,0.6000000238418579,0.5099999904632568,0.6000000238418579,1673100.0
2025-12-10,,,,,,0.5699999928474426,0.5799999833106995,0.5400000214576721,0.5400000214576721,754200.0
2025-12-11,,,,,,0.5299999713897705,0.6499999761581421,0.5040000081062317,0.6299999952316284,1486300.0
2025-12-12,,,,,,0.44999998807907104,0.5690000057220459,0.4440000057220459,0.5550000071525574,986600.0
2025-12-15,,,,,,0.3799999952316284,0.44999998807907104,0.3709999918937683,0.44999998807907104,1161300.0
2025-12-16,,,,,,0.9760000109672546,1.25,0.3889999985694885,0.38999998569488525,240280000.0
2025-12-17,,,,,,0.49900001287460327,0.7900000214576721,0.47999998927116394,0.7900000214576721,20245300.0
2025-12-18,,,,,,0.23999999463558197,0.30000001192092896,0.23199999332427979,0.30000001192092896,42848400.0
2025-12-19,,,,,,0.25,0.32899999618530273,0.23999999463558197,0.28200000524520874,117079000.0
2025-12-22,,,,,,0.28999999165534973,0.3230000138282776,0.2809999883174896,0.2980000078678131,116058000.0
2025-12-23,,,,,,0.27410000562667847,0.2858000099658966,0.26269999146461487,0.28299999237060547,19537122.0
