Date,Close,High,Low,Open,Volume,"('Close', 'ADTX')","('High', 'ADTX')","('Low', 'ADTX')","('Open', 'ADTX')","('Volume', 'ADTX')"
2024-07-26,13500.0,14400.0,13100.0,14300.0,19.0,,,,,
2024-07-29,13400.0,13800.0,13100.0,13400.0,12.0,,,,,
2024-07-30,11900.0,13500.0,11600.0,13200.0,16.0,,,,,
2024-07-31,11900.0,12200.0,11100.0,12000.0,14.0,,,,,
2024-08-01,10700.0,12000.0,10600.0,11900.0,9.0,,,,,
2024-08-02,10400.0,11100.0,10100.0,10800.0,11.0,,,,,
2024-08-05,9060.0,9750.0,8900.0,9750.0,15.0,,,,,
2024-08-06,9970.0,9980.0,9100.0,9200.0,12.0,,,,,
2024-08-07,12900.0,21400.0,11300.0,12600.0,10590.0,,,,,
2024-08-08,12500.0,14800.0,11500.0,13100.0,455.0,,,,,
2024-08-09,12300.0,13200.0,11700.0,11800.0,133.0,,,,,
2024-08-12,10900.0,11400.0,10600.0,11400.0,56.0,,,,,
2024-08-13,11100.0,11400.0,10800.0,11100.0,28.0,,,,,
2024-08-14,11100.0,11400.0,10900.0,11200.0,21.0,,,,,
2024-08-15,11200.0,11400.0,10800.0,10900.0,36.0,,,,,
2024-08-16,11600.0,11600.0,11000.0,11400.0,21.0,,,,,
2024-08-19,11400.0,11700.0,10800.0,11700.0,46.0,,,,,
2024-08-20,9500.0,11300.0,9180.0,11000.0,63.0,,,,,
2024-08-21,9900.0,10500.0,9480.0,9500.0,32.0,,,,,
2024-08-22,9500.0,10190.0,9390.0,10000.0,18.0,,,,,
2024-08-23,8980.0,9800.0,8830.0,9410.0,25.0,,,,,
2024-08-26,7930.0,9400.0,7340.0,9200.0,52.0,,,,,
2024-08-27,7470.0,8100.0,6900.0,8090.0,40.0,,,,,
2024-08-28,6270.0,7460.0,6000.0,7250.0,39.0,,,,,
2024-08-29,5790.0,7210.0,5610.0,6380.0,58.0,,,,,
2024-08-30,6420.0,6500.0,5800.0,5800.0,25.0,,,,,
2024-09-03,6000.0,6500.0,6000.0,6420.0,18.0,,,,,
2024-09-04,4820.0,5500.0,4580.0,5370.0,118.0,,,,,
2024-09-05,4390.0,4950.0,4350.0,4800.0,51.0,,,,,
2024-09-06,4660.0,4760.0,4160.0,4400.0,29.0,,,,,
2024-09-09,4760.0,5300.0,4600.0,4800.0,37.0,,,,,
2024-09-10,4960.0,5150.0,4740.0,4800.0,12.0,,,,,
2024-09-11,4880.0,5160.0,4740.0,4950.0,13.0,,,,,
2024-09-12,5000.0,5100.0,4620.0,4990.0,17.0,,,,,
2024-09-13,4500.0,5100.0,4400.0,5000.0,53.0,,,,,
2024-09-16,4500.0,4900.0,4500.0,4620.0,19.0,,,,,
2024-09-17,4480.0,4700.0,4200.0,4640.0,18.0,,,,,
2024-09-18,4460.0,4590.0,4390.0,4400.0,8.0,,,,,
2024-09-19,3980.0,4670.0,3900.0,4440.0,78.0,,,,,
2024-09-20,3830.0,4000.0,3700.0,4000.0,730.0,,,,,
2024-09-23,2690.0,3300.0,2570.0,3300.0,317.0,,,,,
2024-09-24,2260.0,2640.0,2190.0,2600.0,277.0,,,,,
2024-09-25,2170.0,2300.0,2120.0,2260.0,125.0,,,,,
2024-09-26,2200.0,2290.0,1980.0,2270.0,150.0,,,,,
2024-09-27,1630.0,2320.0,1620.0,2100.0,1223.0,,,,,
2024-09-30,1070.0,1560.0,1020.0,1500.0,1672.0,,,,,
2024-10-01,1110.0,1190.0,920.0,1160.0,4189.0,,,,,
2024-10-02,675.0,1280.0,650.0,1187.5,15403.0,,,,,
2024-10-03,485.0,625.0,450.0,600.0,18026.0,,,,,
2024-10-04,400.0,775.0,397.5,545.0,178404.0,,,,,
2024-10-07,372.5,442.5,320.0,430.0,17539.0,,,,,
2024-10-08,352.5,430.0,325.0,390.0,26877.0,,,,,
2024-10-09,302.5,355.0,292.5,332.5,7091.0,,,,,
2024-10-10,307.5,325.0,282.5,312.5,6292.0,,,,,
2024-10-11,290.0,307.5,282.5,300.0,3802.0,,,,,
2024-10-14,275.0,300.0,267.5,275.0,3468.0,,,,,
2024-10-15,280.0,465.0,270.0,275.0,75401.0,,,,,
2024-10-16,277.5,325.0,270.0,302.5,29436.0,,,,,
2024-10-17,270.0,277.5,252.5,277.5,10860.0,,,,,
2024-10-18,262.5,295.0,252.5,255.0,12567.0,,,,,
2024-10-21,272.5,297.5,263.75,277.5,18766.0,,,,,
2024-10-22,255.0,267.5,251.25,260.0,8911.0,,,,,
2024-10-23,230.0,255.0,225.25,255.0,10008.0,,,,,
2024-10-24,198.75,230.0,197.0,228.0,7299.0,,,,,
2024-10-25,209.5,225.0,190.0,198.75,7496.0,,,,,
2024-10-28,178.75,207.5,176.25,207.5,10025.0,,,,,
2024-10-29,146.5,177.5,140.75,177.5,11970.0,,,,,
2024-10-30,138.0,147.5,132.5,147.5,13467.0,,,,,
2024-10-31,138.75,146.25,126.25,146.25,54206.0,,,,,
2024-11-01,132.5,140.0,127.5,132.5,9692.0,,,,,
2024-11-04,122.5,135.5,120.0,129.0,6491.0,,,,,
2024-11-05,118.5,122.0,113.25,120.0,3618.0,,,,,
2024-11-06,118.75,132.5,117.5,122.25,19517.0,,,,,
2024-11-07,92.5,109.5,90.25,107.5,17428.0,,,,,
2024-11-08,89.25,95.0,87.5,94.5,9076.0,,,,,
2024-11-11,92.25,97.5,90.25,91.25,5726.0,,,,,
2024-11-12,92.25,94.75,87.5,93.5,4050.0,,,,,
2024-11-13,87.0,92.5,85.0,92.5,3431.0,,,,,
2024-11-14,87.25,87.5,79.5,87.0,8027.0,,,,,
2024-11-15,80.75,87.5,80.0,85.0,1970.0,,,,,
2024-11-18,84.75,87.25,77.5,81.25,4965.0,,,,,
2024-11-19,87.5,94.75,82.5,82.5,8169.0,,,,,
2024-11-20,84.75,87.5,81.0,85.0,2789.0,,,,,
2024-11-21,81.25,84.75,79.0,84.75,3770.0,,,,,
2024-11-22,84.75,86.0,80.25,80.5,2592.0,,,,,
2024-11-25,100.0,105.75,83.75,84.5,21855.0,,,,,
2024-11-26,82.5,95.0,80.75,95.0,8178.0,,,,,
2024-11-27,87.25,89.0,81.5,82.5,2767.0,,,,,
2024-11-29,92.5,97.5,85.0,85.0,9791.0,,,,,
2024-12-02,92.5,92.5,88.25,90.75,2558.0,,,,,
2024-12-03,90.25,92.5,88.0,92.5,2240.0,,,,,
2024-12-04,87.5,91.75,85.0,90.0,2639.0,,,,,
2024-12-05,85.5,88.75,82.5,85.0,2021.0,,,,,
2024-12-06,87.25,88.75,84.25,86.75,1495.0,,,,,
2024-12-09,87.75,91.25,85.0,85.0,1990.0,,,,,
2024-12-10,88.0,91.25,85.0,86.25,3012.0,,,,,
2024-12-11,89.0,91.25,86.5,89.25,1807.0,,,,,
2024-12-12,85.75,89.5,84.5,85.0,3679.0,,,,,
2024-12-13,87.0,87.5,83.75,85.0,2400.0,,,,,
2024-12-16,76.25,86.5,75.5,86.5,5988.0,,,,,
2024-12-17,66.0,76.5,62.0,76.5,5778.0,,,,,
2024-12-18,59.75,66.25,59.75,66.25,5734.0,,,,,
2024-12-19,56.5,62.0,55.0,61.75,6526.0,,,,,
2024-12-20,46.5,52.5,46.25,49.5,43011.0,,,,,
2024-12-23,46.75,60.25,46.5,48.75,27266.0,,,,,
2024-12-24,46.0,52.25,44.5,51.25,23068.0,,,,,
2024-12-26,48.25,51.25,45.25,45.25,41156.0,,,,,
2024-12-27,47.0,49.25,45.0,48.0,28398.0,,,,,
2024-12-30,48.75,53.0,47.5,51.75,62908.0,,,,,
2024-12-31,47.5,51.0,45.25,51.0,47192.0,,,,,
2025-01-02,48.75,51.25,46.25,49.25,92294.0,,,,,
2025-01-03,52.0,56.75,46.75,47.75,139319.0,,,,,
2025-01-06,49.0,54.75,48.75,52.5,119591.0,,,,,
2025-01-07,48.5,51.75,48.0,48.75,111315.0,,,,,
2025-01-08,42.0,47.5,38.0,47.5,114707.0,,,,,
2025-01-10,42.5,47.25,40.5,43.75,48456.0,,,,,
2025-01-13,39.0,44.75,36.25,44.75,214179.0,,,,,
2025-01-14,33.75,36.0,32.25,36.0,77154.0,,,,,
2025-01-15,32.75,51.75,30.25,31.5,649265.0,,,,,
2025-01-16,34.5,52.0,31.75,49.75,1134427.0,,,,,
2025-01-17,33.0,36.25,32.0,36.0,157699.0,,,,,
2025-01-21,30.5,31.25,28.75,31.0,75328.0,,,,,
2025-01-22,28.75,30.0,27.0,29.25,46132.0,,,,,
2025-01-23,28.0,28.75,26.75,28.25,30567.0,,,,,
2025-01-24,29.25,32.5,28.0,28.0,96924.0,,,,,
2025-01-27,27.25,29.25,26.5,28.75,30962.0,,,,,
2025-01-28,29.0,30.25,27.5,27.75,41829.0,,,,,
2025-01-29,27.5,29.0,27.0,29.0,38849.0,,,,,
2025-01-30,27.25,28.0,27.0,27.5,32664.0,,,,,
2025-01-31,26.75,28.0,26.5,27.5,40944.0,,,,,
2025-02-03,27.5,30.0,26.5,27.5,46663.0,,,,,
2025-02-04,24.0,28.0,22.75,28.0,57758.0,,,,,
2025-02-05,23.25,25.0,22.75,25.0,31084.0,,,,,
2025-02-06,22.5,23.25,20.5,23.0,57522.0,,,,,
2025-02-07,22.5,25.75,21.25,25.75,267624.0,,,,,
2025-02-10,26.25,28.5,20.25,20.5,509457.0,,,,,
2025-02-11,23.75,29.75,23.5,24.75,753879.0,,,,,
2025-02-12,22.75,26.25,21.75,25.0,736404.0,,,,,
2025-02-13,18.75,20.5,16.25,17.5,679569.0,,,,,
2025-02-14,17.5,19.75,17.0,17.0,428502.0,,,,,
2025-02-18,27.5,29.0,18.5,22.0,3800097.0,,,,,
2025-02-19,32.25,39.5,26.25,35.0,2448315.0,,,,,
2025-02-20,29.75,34.5,26.25,27.5,831296.0,,,,,
2025-02-21,23.0,33.25,22.5,30.0,1113011.0,,,,,
2025-02-24,21.75,22.5,18.75,22.25,479295.0,,,,,
2025-02-25,19.0,20.75,18.0,20.0,263962.0,,,,,
2025-02-26,20.0,22.0,17.5,17.75,387498.0,,,,,
2025-02-27,17.25,19.25,16.25,19.25,214130.0,,,,,
2025-02-28,15.5,19.0,10.75,18.25,527206.0,,,,,
2025-03-03,13.5,16.5,12.5,15.5,231144.0,,,,,
2025-03-04,12.5,13.0,11.0,12.25,220645.0,,,,,
2025-03-05,14.75,17.5,13.5,16.0,642188.0,,,,,
2025-03-06,13.0,15.75,12.75,15.25,468290.0,,,,,
2025-03-07,13.0,13.75,12.5,13.0,160457.0,,,,,
2025-03-10,14.0,14.75,12.75,13.5,226862.0,,,,,
2025-03-11,15.0,15.5,13.0,13.75,284578.0,,,,,
2025-03-12,14.25,14.5,13.25,13.5,334588.0,,,,,
2025-03-13,8.25,9.5,8.25,9.5,475475.0,,,,,
2025-03-14,5.0,8.75,5.0,8.75,960812.0,,,,,
2025-03-17,4.369999885559082,5.302000045776367,4.110000133514404,5.099999904632568,605300.0,,,,,
2025-03-18,7.5,10.039999961853027,5.159999847412109,5.809999942779541,91160700.0,,,,,
2025-03-19,10.029999732971191,12.300000190734863,8.0,9.619999885559082,48090900.0,,,,,
2025-03-20,10.6899995803833,12.920000076293944,10.350000381469728,11.68000030517578,17196900.0,,,,,
2025-03-21,9.630000114440918,10.156000137329102,9.010000228881836,9.960000038146973,1017200.0,,,,,
2025-03-24,7.170000076293945,9.25,6.710000038146973,9.020000457763672,721300.0,,,,,
2025-03-25,6.960000038146973,7.179999828338623,6.400000095367432,7.099999904632568,311900.0,,,,,
2025-03-26,6.849999904632568,7.692999839782715,6.510000228881836,6.679999828338623,358100.0,,,,,
2025-03-27,6.164999961853027,7.21999979019165,6.159999847412109,6.760000228881836,206100.0,,,,,
2025-03-28,5.0,5.889999866485596,4.885000228881836,5.889999866485596,313600.0,,,,,
2025-03-31,4.485000133514404,4.929999828338623,4.331999778747559,4.769999980926514,203700.0,,,,,
2025-04-01,4.519999980926514,4.909999847412109,4.170000076293945,4.179999828338623,159900.0,,,,,
2025-04-02,5.0,5.438000202178955,4.360000133514404,4.380000114440918,198600.0,,,,,
2025-04-03,5.579999923706055,5.769000053405762,4.861000061035156,4.900000095367432,175000.0,,,,,
2025-04-04,4.730000019073486,5.489999771118164,4.579999923706055,5.46999979019165,112500.0,,,,,
2025-04-07,3.7200000286102295,4.380000114440918,3.619999885559082,4.380000114440918,335500.0,,,,,
2025-04-08,3.289999961853028,3.7899999618530273,3.200000047683716,3.670000076293945,112900.0,,,,,
2025-04-09,3.0,3.1700000762939453,2.5280001163482666,2.700000047683716,2863100.0,,,,,
2025-04-10,2.880000114440918,3.5,2.809999942779541,2.809999942779541,418800.0,,,,,
2025-04-11,2.880000114440918,3.0899999141693115,2.75,2.8499999046325684,547500.0,,,,,
2025-04-14,2.5,2.8499999046325684,2.450000047683716,2.5999999046325684,4260800.0,,,,,
2025-04-15,2.4100000858306885,2.509999990463257,2.380000114440918,2.390000104904175,321200.0,,,,,
2025-04-16,2.200000047683716,2.400000095367432,2.111999988555908,2.400000095367432,295500.0,,,,,
2025-04-17,2.5,2.869999885559082,2.039999961853028,2.180000066757202,719800.0,,,,,
2025-04-21,2.2300000190734863,2.450000047683716,2.190000057220459,2.450000047683716,316400.0,,,,,
2025-04-22,2.309999942779541,2.369999885559082,2.190000057220459,2.25,112400.0,,,,,
2025-04-23,2.309999942779541,2.390000104904175,2.240000009536743,2.345000028610229,111600.0,,,,,
2025-04-24,2.299999952316284,2.3499999046325684,2.2100000381469727,2.3399999141693115,137300.0,,,,,
2025-04-25,2.299999952316284,2.3399999141693115,2.220000028610229,2.289999961853028,101700.0,,,,,
2025-04-28,2.309999942779541,2.3299999237060547,2.200000047683716,2.25,118400.0,,,,,
2025-04-29,2.150000095367432,2.2980000972747803,2.1010000705718994,2.25,70000.0,,,,,
2025-04-30,2.2100000381469727,2.25,2.049999952316284,2.150000095367432,112600.0,,,,,
2025-05-01,2.150000095367432,2.2300000190734863,2.138999938964844,2.2300000190734863,74200.0,,,,,
2025-05-02,2.2300000190734863,2.2699999809265137,2.130000114440918,2.150000095367432,106400.0,,,,,
2025-05-05,2.200000047683716,2.759999990463257,2.1600000858306885,2.25,1182600.0,,,,,
2025-05-06,2.0799999237060547,2.450000047683716,1.9299999475479128,2.240000009536743,878000.0,,,,,
2025-05-07,1.840000033378601,2.0799999237060547,1.809999942779541,2.039999961853028,193900.0,,,,,
2025-05-08,1.7000000476837158,1.840000033378601,1.5099999904632568,1.840000033378601,205000.0,,,,,
2025-05-09,1.7300000190734863,1.7769999504089355,1.656000018119812,1.6799999475479126,100800.0,,,,,
2025-05-12,1.7899999618530271,1.8359999656677248,1.7400000095367432,1.7599999904632568,90800.0,,,,,
2025-05-13,1.6299999952316284,1.850000023841858,1.6100000143051147,1.7999999523162842,195500.0,,,,,
2025-05-14,1.659999966621399,1.6799999475479126,1.5700000524520874,1.6100000143051147,85800.0,,,,,
2025-05-15,1.6100000143051147,1.6749999523162842,1.5800000429153442,1.649999976158142,47000.0,,,,,
2025-05-16,1.659999966621399,1.7300000190734863,1.6200000047683716,1.6299999952316284,68600.0,,,,,
2025-05-19,1.75,1.7799999713897705,1.6799999475479126,1.7300000190734863,111600.0,,,,,
2025-05-20,1.8200000524520876,1.8200000524520876,1.649999976158142,1.7799999713897705,169900.0,,,,,
2025-05-21,1.7400000095367432,1.830000042915344,1.7200000286102295,1.830000042915344,50700.0,,,,,
2025-05-22,1.8200000524520876,1.8200000524520876,1.7300000190734863,1.7400000095367432,32600.0,,,,,
2025-05-23,1.7400000095367432,1.7799999713897705,1.690000057220459,1.7699999809265137,40800.0,,,,,
2025-05-27,1.7000000476837158,1.75,1.649999976158142,1.75,42000.0,,,,,
2025-05-28,1.690000057220459,1.7300000190734863,1.659999966621399,1.7300000190734863,28500.0,,,,,
2025-05-29,1.6200000047683716,1.7009999752044678,1.600000023841858,1.7000000476837158,99400.0,,,,,
2025-05-30,1.4800000190734863,1.649999976158142,1.4700000286102295,1.6200000047683716,214200.0,,,,,
2025-06-02,1.3600000143051147,1.5299999713897705,1.340000033378601,1.5,140500.0,,,,,
2025-06-03,1.5299999713897705,1.5700000524520874,1.3589999675750732,1.3799999952316284,147100.0,,,,,
2025-06-04,1.559999942779541,1.6299999952316284,1.4800000190734863,1.5299999713897705,181900.0,,,,,
2025-06-05,1.440000057220459,1.600000023841858,1.4199999570846558,1.600000023841858,238800.0,,,,,
2025-06-06,1.5399999618530271,1.559999942779541,1.440000057220459,1.440000057220459,91100.0,,,,,
2025-06-09,1.5099999904632568,1.5499999523162842,1.4600000381469729,1.5399999618530271,76400.0,,,,,
2025-06-10,1.4900000095367432,1.5099999904632568,1.4500000476837158,1.5099999904632568,82100.0,,,,,
2025-06-11,1.465000033378601,1.4900000095367432,1.399999976158142,1.4900000095367432,253900.0,,,,,
2025-06-12,1.4500000476837158,1.4700000286102295,1.399999976158142,1.4500000476837158,87800.0,,,,,
2025-06-13,1.3799999952316284,1.4500000476837158,1.3700000047683716,1.409999966621399,79500.0,,,,,
2025-06-16,1.3799999952316284,1.409999966621399,1.340000033378601,1.409999966621399,42000.0,,,,,
2025-06-17,1.399999976158142,1.4199999570846558,1.3799999952316284,1.3899999856948853,52100.0,,,,,
2025-06-18,1.4199999570846558,1.4199999570846558,1.3600000143051147,1.399999976158142,54900.0,,,,,
2025-06-20,1.3300000429153442,1.409999966621399,1.3300000429153442,1.3899999856948853,82400.0,,,,,
2025-06-23,1.340000033378601,1.3799999952316284,1.2999999523162842,1.340000033378601,53700.0,,,,,
2025-06-24,1.3300000429153442,1.3600000143051147,1.3200000524520874,1.3300000429153442,58200.0,,,,,
2025-06-25,1.6299999952316284,2.190000057220459,1.2799999713897705,1.350000023841858,19329000.0,,,,,
2025-06-26,1.559999942779541,1.8200000524520876,1.5299999713897705,1.600000023841858,2126100.0,,,,,
2025-06-27,1.3300000429153442,1.5299999713897705,1.2799999713897705,1.5299999713897705,722600.0,,,,,
2025-06-30,1.2799999713897705,1.3700000047683716,1.2799999713897705,1.309999942779541,292000.0,,,,,
2025-07-01,1.2100000381469729,1.309999942779541,1.1100000143051147,1.2999999523162842,661400.0,,,,,
2025-07-02,1.25,1.3300000429153442,1.1799999475479126,1.2300000190734863,4467000.0,,,,,
2025-07-03,1.2300000190734863,1.2599999904632568,1.190000057220459,1.25,349300.0,,,,,
2025-07-07,1.1200000047683716,1.2200000286102295,1.0499999523162842,1.1150000095367432,6688100.0,,,,,
2025-07-08,1.2599999904632568,1.350000023841858,1.1399999856948853,1.2100000381469729,2624600.0,,,,,
2025-07-09,1.2100000381469729,1.309999942779541,1.1799999475479126,1.309999942779541,627600.0,,,,,
2025-07-10,1.2200000286102295,1.2630000114440918,1.1799999475479126,1.2100000381469729,560400.0,,,,,
2025-07-11,1.2000000476837158,1.222000002861023,1.1799999475479126,1.2200000286102295,253300.0,,,,,
2025-07-14,1.190000057220459,1.2100000381469729,1.1699999570846558,1.2000000476837158,212000.0,,,,,
2025-07-15,1.1649999618530271,1.1970000267028809,1.1399999856948853,1.1799999475479126,328300.0,,,,,
2025-07-16,1.190000057220459,1.2100000381469729,1.1299999952316284,1.1399999856948853,393000.0,,,,,
2025-07-17,1.2100000381469729,1.2999999523162842,1.1449999809265137,1.190000057220459,895200.0,,,,,
2025-07-18,1.159999966621399,1.2400000095367432,1.159999966621399,1.2400000095367432,406800.0,,,,,
2025-07-21,1.1799999475479126,1.2200000286102295,1.1699999570846558,1.2000000476837158,373200.0,,,,,
2025-07-22,1.2400000095367432,1.25,1.1699999570846558,1.190000057220459,363800.0,,,,,
2025-07-23,1.2300000190734863,1.2999999523162842,1.2100000381469729,1.2300000190734863,505700.0,,,,,
2025-07-24,1.2599999904632568,1.309999942779541,1.2300000190734863,1.2699999809265137,1531800.0,,,,,
2025-07-25,1.190000057220459,1.2699999809265137,1.1699999570846558,1.2599999904632568,327800.0,,,,,
2025-07-28,1.2200000286102295,1.25,1.159999966621399,1.25,288500.0,,,,,
2025-07-29,1.149999976158142,1.2300000190734863,1.1299999952316284,1.2300000190734863,293700.0,,,,,
2025-07-30,1.100000023841858,1.1799999475479126,1.0800000429153442,1.1799999475479126,304300.0,,,,,
2025-07-31,1.090000033378601,1.100000023841858,1.0499999523162842,1.090000033378601,151500.0,,,,,
2025-08-01,1.0299999713897705,1.0800000429153442,1.0199999809265137,1.0800000429153442,219500.0,,,,,
2025-08-04,0.9879999756813048,1.0299999713897705,0.9639999866485596,1.0299999713897705,238300.0,,,,,
2025-08-05,0.8980000019073486,0.9900000095367432,0.8100000023841858,0.9800000190734864,408500.0,,,,,
2025-08-06,1.090000033378601,1.1200000047683716,0.8309999704360962,0.8899999856948853,791700.0,,,,,
2025-08-07,1.2200000286102295,1.284999966621399,1.090000033378601,1.1799999475479126,1059900.0,,,,,
2025-08-08,1.190000057220459,1.2400000095367432,1.1299999952316284,1.2200000286102295,240100.0,,,,,
2025-08-11,1.1299999952316284,1.2200000286102295,1.0700000524520874,1.2200000286102295,670500.0,,,,,
2025-08-12,1.0299999713897705,1.1299999952316284,1.0,1.1299999952316284,450600.0,,,,,
2025-08-13,1.0499999523162842,1.059999942779541,1.0099999904632568,1.059999942779541,159500.0,,,,,
2025-08-14,1.0299999713897705,1.0529999732971191,0.9900000095367432,1.0499999523162842,175000.0,,,,,
2025-08-15,1.0199999809265137,1.0499999523162842,1.0,1.0299999713897705,122500.0,,,,,
2025-08-18,1.059999942779541,1.0800000429153442,1.0,1.0199999809265137,179000.0,,,,,
2025-08-19,1.090000033378601,1.1799999475479126,1.0399999618530271,1.0499999523162842,446900.0,,,,,
2025-08-20,1.0399999618530271,1.1399999856948853,1.0,1.1200000047683716,262900.0,,,,,
2025-08-21,1.0299999713897705,1.0299999713897705,0.9800000190734864,1.0199999809265137,108200.0,,,,,
2025-08-22,1.0399999618530271,1.0700000524520874,1.0099999904632568,1.0199999809265137,135800.0,,,,,
2025-08-25,1.0499999523162842,1.1100000143051147,1.0299999713897705,1.0700000524520874,400800.0,,,,,
2025-08-26,1.059999942779541,1.093000054359436,1.034000039100647,1.059999942779541,154100.0,,,,,
2025-08-27,1.0700000524520874,1.1299999952316284,1.059999942779541,1.0700000524520874,153000.0,,,,,
2025-08-28,1.0499999523162842,1.0950000286102295,1.0299999713897705,1.0700000524520874,113700.0,,,,,
2025-08-29,1.0299999713897705,1.059999942779541,1.0099999904632568,1.0499999523162842,173100.0,,,,,
2025-09-02,1.0399999618530271,1.059999942779541,1.0199999809265137,1.0299999713897705,130100.0,,,,,
2025-09-03,0.9950000047683716,1.0399999618530271,0.9900000095367432,1.0399999618530271,125300.0,,,,,
2025-09-04,0.9390000104904176,1.0199999809265137,0.8999999761581421,1.0199999809265137,189200.0,,,,,
2025-09-05,0.9350000023841858,0.9549999833106996,0.9200000166893004,0.9359999895095824,43800.0,,,,,
2025-09-08,0.9210000038146972,0.9399999976158142,0.890999972820282,0.9399999976158142,144700.0,,,,,
2025-09-09,1.0700000524520874,1.0800000429153442,0.9200000166893004,0.9210000038146972,294700.0,,,,,
2025-09-10,0.9819999933242798,1.1100000143051147,0.9800000190734864,1.059999942779541,214200.0,,,,,
2025-09-11,1.0700000524520874,1.100000023841858,1.0,1.0,306500.0,,,,,
2025-09-12,1.0099999904632568,1.0700000524520874,1.0099999904632568,1.0499999523162842,173900.0,,,,,
2025-09-15,0.9919999837875366,1.0199999809265137,0.9800000190734864,1.0099999904632568,137100.0,,,,,
2025-09-16,1.0399999618530271,1.0399999618530271,0.9829999804496764,1.0,148800.0,,,,,
2025-09-17,1.0099999904632568,1.0499999523162842,1.0,1.0399999618530271,87100.0,,,,,
2025-09-18,1.0099999904632568,1.0299999713897705,0.9800000190734864,1.0099999904632568,126100.0,,,,,
2025-09-19,0.9700000286102296,1.0099999904632568,0.9700000286102296,1.0099999904632568,122300.0,,,,,
2025-09-22,1.0299999713897705,1.0499999523162842,0.9890000224113464,0.9890000224113464,111900.0,,,,,
2025-09-23,1.0199999809265137,1.090000033378601,1.0,1.0199999809265137,341300.0,,,,,
2025-09-24,0.9919999837875366,1.0199999809265137,0.9800000190734864,1.0199999809265137,212900.0,,,,,
2025-09-25,0.8539999723434448,1.0800000429153442,0.8500000238418579,0.9900000095367432,2204900.0,,,,,
2025-09-26,0.8450000286102295,0.9269999861717224,0.8220000267028809,0.8690000176429749,400900.0,,,,,
2025-09-29,0.824999988079071,0.8949999809265137,0.8180000185966492,0.8679999709129333,481300.0,,,,,
2025-09-30,0.7519999742507935,0.824999988079071,0.7509999871253967,0.8199999928474426,324500.0,,,,,
2025-10-01,0.7519999742507935,0.7900000214576721,0.7360000014305115,0.75,262100.0,,,,,
2025-10-02,0.7599999904632568,0.7649999856948853,0.7310000061988831,0.7519999742507935,311400.0,,,,,
2025-10-03,0.7289999723434448,0.7670000195503235,0.7289999723434448,0.7599999904632568,302700.0,,,,,
