Date,Close,High,Low,Open,Volume,"('Close', 'KZIA')","('High', 'KZIA')","('Low', 'KZIA')","('Open', 'KZIA')","('Volume', 'KZIA')"
2025-09-22,7.519999980926514,7.809999942779541,7.28000020980835,7.630000114440918,29600.0,,,,,
2025-09-23,7.579999923706055,7.769999980926514,7.369999885559082,7.510000228881836,11700.0,,,,,
2025-09-24,7.880000114440918,8.0,7.420000076293945,7.420000076293945,14600.0,,,,,
2025-09-25,7.329999923706055,7.989999771118164,7.099999904632568,7.989999771118164,31500.0,,,,,
2025-09-26,7.329999923706055,7.579999923706055,7.329999923706055,7.400000095367432,4500.0,,,,,
2025-09-29,7.46999979019165,7.610000133514404,7.25,7.25,13700.0,,,,,
2025-09-30,7.210000038146973,7.5,7.210000038146973,7.5,15000.0,,,,,
2025-10-01,6.849999904632568,7.199999809265137,6.659999847412109,7.099999904632568,44800.0,,,,,
2025-10-02,6.309999942779541,6.96999979019165,6.309999942779541,6.840000152587891,2891700.0,,,,,
2025-10-03,6.559999942779541,6.670000076293945,6.199999809265137,6.25,87500.0,,,,,
2025-10-06,6.78000020980835,6.940000057220459,6.420000076293945,6.53000020980835,44100.0,,,,,
2025-10-07,7.139999866485596,8.0,6.96999979019165,7.079999923706055,289300.0,,,,,
2025-10-08,7.159999847412109,7.320000171661377,6.739999771118164,7.210000038146973,55700.0,,,,,
2025-10-09,7.179999828338623,7.449999809265137,6.96999979019165,7.019999980926514,51900.0,,,,,
2025-10-10,6.980000019073486,7.300000190734863,6.920000076293945,7.210000038146973,43200.0,,,,,
2025-10-13,,,,,,6.809999942779541,7.090000152587891,6.789999961853027,7.090000152587891,12000.0
2025-10-14,,,,,,6.980000019073486,7.079999923706055,6.820000171661377,6.96999979019165,15600.0
2025-10-15,,,,,,7.21999979019165,7.21999979019165,6.929999828338623,7.010000228881836,29300.0
2025-10-16,,,,,,6.989999771118164,7.289999961853027,6.949999809265137,7.179999828338623,37700.0
2025-10-17,,,,,,7.0,7.059999942779541,6.789999961853027,7.039999961853027,28200.0
2025-10-20,,,,,,7.389999866485596,7.389999866485596,6.949999809265137,7.090000152587891,26600.0
2025-10-21,,,,,,7.03000020980835,7.389999866485596,6.889999866485596,7.349999904632568,26500.0
2025-10-22,,,,,,6.699999809265137,7.070000171661377,6.599999904632568,6.920000076293945,25800.0
2025-10-23,,,,,,6.739999771118164,6.949999809265137,6.559999942779541,6.559999942779541,7800.0
2025-10-24,,,,,,6.980000019073486,7.210000038146973,6.820000171661377,6.980000019073486,21000.0
2025-10-27,,,,,,7.300000190734863,7.349999904632568,6.5,6.829999923706055,946900.0
2025-10-28,,,,,,7.25,7.460000038146973,6.96999979019165,7.150000095367432,33100.0
2025-10-29,,,,,,7.690000057220459,7.880000114440918,7.119999885559082,7.25,73800.0
2025-10-30,,,,,,7.679999828338623,7.949999809265137,7.329999923706055,7.699999809265137,42400.0
2025-10-31,,,,,,7.809999942779541,8.020000457763672,7.599999904632568,7.599999904632568,29100.0
2025-11-03,,,,,,7.75,7.809999942779541,7.449999809265137,7.570000171661377,16500.0
2025-11-04,,,,,,7.659999847412109,7.659999847412109,7.369999885559082,7.610000133514404,12500.0
2025-11-05,,,,,,7.679999828338623,7.75,7.440000057220459,7.510000228881836,6300.0
2025-11-06,,,,,,7.5,7.980000019073486,7.5,7.78000020980835,35300.0
2025-11-07,,,,,,7.329999923706055,7.480000019073486,7.179999828338623,7.480000019073486,22600.0
2025-11-10,,,,,,7.389999866485596,7.989999771118164,7.309999942779541,7.309999942779541,26400.0
2025-11-11,,,,,,7.659999847412109,7.980000019073486,7.429999828338623,7.980000019073486,29600.0
2025-11-12,,,,,,7.599999904632568,7.650000095367432,7.460000038146973,7.650000095367432,18600.0
2025-11-13,,,,,,7.289999961853027,7.570000171661377,7.199999809265137,7.550000190734863,21400.0
2025-11-14,,,,,,6.269999980926514,7.119999885559082,6.269999980926514,7.110000133514404,70200.0
2025-11-17,,,,,,6.079999923706055,6.690000057220459,5.800000190734863,6.489999771118164,28800.0
2025-11-18,,,,,,5.760000228881836,6.0,5.579999923706055,6.0,6735600.0
2025-11-19,,,,,,7.739999771118164,8.75,7.599999904632568,7.71999979019165,27121100.0
2025-11-20,,,,,,7.480000019073486,7.980000019073486,7.090000152587891,7.739999771118164,673900.0
2025-11-21,,,,,,8.350000381469727,8.479999542236328,7.510000228881836,7.610000133514404,275400.0
2025-11-24,,,,,,8.449999809265137,8.65999984741211,7.699999809265137,8.489999771118164,120100.0
2025-11-25,,,,,,12.789999961853027,14.420000076293945,8.109999656677246,8.289999961853027,1442800.0
2025-11-26,,,,,,9.960000038146973,13.050000190734863,9.899999618530273,13.029999732971191,406100.0
2025-11-28,,,,,,10.550000190734863,10.829999923706055,9.75,9.859999656677246,46900.0
2025-12-01,,,,,,9.149999618530273,11.130000114440918,9.0600004196167,10.34000015258789,159300.0
2025-12-02,,,,,,10.0600004196167,10.930000305175781,7.679999828338623,8.029999732971191,661600.0
2025-12-03,,,,,,13.25,13.4399995803833,10.0,10.0600004196167,266400.0
2025-12-04,,,,,,13.380000114440918,16.25,12.84000015258789,12.930000305175781,341700.0
2025-12-05,,,,,,15.050000190734863,15.050000190734863,13.5,13.5,224700.0
2025-12-08,,,,,,15.720000267028809,17.399999618530273,15.25,15.25,255800.0
2025-12-09,,,,,,15.569999694824219,17.100000381469727,15.199999809265137,15.770000457763672,184200.0
2025-12-10,,,,,,12.800000190734863,15.640000343322754,11.75,15.5,254700.0
2025-12-11,,,,,,13.079999923706055,14.079999923706055,12.859999656677246,13.0600004196167,86300.0
2025-12-12,,,,,,10.430000305175781,13.720000267028809,10.15999984741211,13.539999961853027,237100.0
2025-12-15,,,,,,9.510000228881836,11.0,9.140000343322754,11.0,136700.0
2025-12-16,,,,,,9.989999771118164,12.199999809265137,9.649999618530273,9.649999618530273,367700.0
2025-12-17,,,,,,9.109999656677246,10.829999923706055,8.90999984741211,10.199999809265137,239500.0
2025-12-18,,,,,,9.979999542236328,10.3100004196167,9.149999618530273,9.25,89700.0
2025-12-19,,,,,,10.869999885559082,10.899999618530273,9.670000076293945,10.029999732971191,63800.0
2025-12-22,,,,,,10.0,11.0600004196167,9.550000190734863,10.989999771118164,109400.0
2025-12-23,,,,,,6.830100059509277,9.90999984741211,6.650100231170654,9.90999984741211,167912.0
