Date,Close,High,Low,Open,Volume,"('Close', 'WW')","('High', 'WW')","('Low', 'WW')","('Open', 'WW')","('Volume', 'WW')"
2025-11-21,,,,,,24.56999969482422,25.43000030517578,22.280000686645508,22.3799991607666,520700.0
2025-11-24,,,,,,24.309999465942383,24.68000030517578,23.280000686645508,23.920000076293945,298200.0
2025-11-25,,,,,,26.739999771118164,26.899999618530273,23.969999313354492,24.139999389648438,219300.0
2025-11-26,,,,,,27.5,28.6299991607666,26.850000381469727,26.959999084472656,239900.0
2025-11-28,,,,,,28.3700008392334,29.0,27.459999084472656,27.520000457763672,112900.0
2025-12-01,,,,,,26.670000076293945,28.25,25.73900032043457,28.25,331700.0
2025-12-02,,,,,,26.649999618530273,27.229999542236328,25.389999389648438,26.700000762939453,135400.0
2025-12-03,,,,,,26.780000686645508,27.200000762939453,25.85099983215332,26.649999618530273,93900.0
2025-12-04,,,,,,25.920000076293945,26.518999099731445,25.530000686645508,26.06999969482422,210000.0
2025-12-05,,,,,,24.110000610351562,25.899999618530273,23.75,25.899999618530273,293500.0
2025-12-08,,,,,,24.360000610351562,24.729999542236328,23.69499969482422,24.110000610351562,171200.0
2025-12-09,,,,,,24.969999313354492,25.1299991607666,24.020000457763672,24.149999618530273,184500.0
2025-12-10,,,,,,24.850000381469727,25.308000564575195,23.889999389648438,24.809999465942383,198600.0
2025-12-11,,,,,,26.030000686645508,26.040000915527344,24.243000030517578,24.799999237060547,126500.0
2025-12-12,,,,,,25.489999771118164,26.08099937438965,25.135000228881836,26.030000686645508,112300.0
2025-12-15,,,,,,24.280000686645508,25.645000457763672,24.138999938964844,25.459999084472656,148800.0
2025-12-16,,,,,,27.225000381469727,27.81999969482422,24.200000762939453,24.200000762939453,386200.0
2025-12-17,,,,,,26.420000076293945,28.0,26.184999465942383,26.950000762939453,146000.0
2025-12-18,,,,,,26.239999771118164,26.889999389648438,25.559999465942383,26.549999237060547,158600.0
2025-12-19,,,,,,27.540000915527344,28.375,26.639999389648438,27.229999542236328,283600.0
2025-12-22,,,,,,26.579999923706055,27.610000610351562,26.489999771118164,27.420000076293945,124600.0
2025-12-23,,,,,,29.59000015258789,30.59000015258789,27.877300262451172,28.899999618530273,185568.0
