Date,Close,High,Low,Open,Volume,"('Close', 'XTIA')","('High', 'XTIA')","('Low', 'XTIA')","('Open', 'XTIA')","('Volume', 'XTIA')"
2024-07-24,77.5,80.0,77.0,80.0,2166.0,,,,,
2024-07-25,77.5,79.0,73.75,77.5,4277.0,,,,,
2024-07-26,78.0,80.0,75.5,78.0,3291.0,,,,,
2024-07-29,74.0,78.5,73.0,78.0,3087.0,,,,,
2024-07-30,71.25,75.0,68.0,75.0,3621.0,,,,,
2024-07-31,67.5,71.75,67.25,70.0,4727.0,,,,,
2024-08-01,60.75,68.75,54.0,67.5,14296.0,,,,,
2024-08-02,53.75,60.75,52.5,60.75,5296.0,,,,,
2024-08-05,52.25,55.25,47.5,51.0,4315.0,,,,,
2024-08-06,56.0,58.25,50.75,52.75,4226.0,,,,,
2024-08-07,52.5,58.0,51.25,58.0,3017.0,,,,,
2024-08-08,55.0,56.25,51.5,52.5,2277.0,,,,,
2024-08-09,54.25,55.75,52.5,53.75,1343.0,,,,,
2024-08-12,56.0,58.0,53.25,54.25,1677.0,,,,,
2024-08-13,54.0,57.5,53.5,57.0,2771.0,,,,,
2024-08-14,53.25,56.0,51.5,56.0,1982.0,,,,,
2024-08-15,52.5,55.5,50.5,55.5,3534.0,,,,,
2024-08-16,53.5,56.0,51.75,55.0,2548.0,,,,,
2024-08-19,53.0,54.5,51.25,54.5,3103.0,,,,,
2024-08-20,57.5,61.75,52.0,52.5,14140.0,,,,,
2024-08-21,61.25,62.0,52.5,57.25,10111.0,,,,,
2024-08-22,56.75,61.25,55.25,61.25,3654.0,,,,,
2024-08-23,59.0,61.5,56.25,59.25,4922.0,,,,,
2024-08-26,57.0,58.75,56.0,58.75,2536.0,,,,,
2024-08-27,52.5,58.5,51.75,58.5,3489.0,,,,,
2024-08-28,50.75,53.25,50.25,53.25,2842.0,,,,,
2024-08-29,52.5,53.75,50.0,51.25,1784.0,,,,,
2024-08-30,52.75,53.75,50.5,51.25,1249.0,,,,,
2024-09-03,50.5,54.75,50.25,54.75,1399.0,,,,,
2024-09-04,49.75,51.25,48.25,51.0,2129.0,,,,,
2024-09-05,49.75,51.0,48.5,48.75,1718.0,,,,,
2024-09-06,50.5,51.25,48.75,51.0,1300.0,,,,,
2024-09-09,52.75,53.75,50.75,52.5,1679.0,,,,,
2024-09-10,53.5,55.0,51.25,53.5,1170.0,,,,,
2024-09-11,56.75,60.0,51.5,53.0,6782.0,,,,,
2024-09-12,56.25,57.5,54.0,56.5,1324.0,,,,,
2024-09-13,57.5,58.5,55.5,56.75,1402.0,,,,,
2024-09-16,58.75,60.0,56.25,57.5,2273.0,,,,,
2024-09-17,60.5,61.25,57.5,58.75,3175.0,,,,,
2024-09-18,59.25,61.75,57.5,61.75,1939.0,,,,,
2024-09-19,57.25,60.75,56.25,60.75,1317.0,,,,,
2024-09-20,55.0,62.5,55.0,57.5,5390.0,,,,,
2024-09-23,53.5,56.25,52.25,55.0,1484.0,,,,,
2024-09-24,48.75,55.75,47.5,53.5,7295.0,,,,,
2024-09-25,48.5,50.75,48.0,48.75,4081.0,,,,,
2024-09-26,48.5,50.5,47.5,48.5,2110.0,,,,,
2024-09-27,47.5,50.0,46.25,48.5,4708.0,,,,,
2024-09-30,47.75,49.0,47.0,47.5,1492.0,,,,,
2024-10-01,47.5,49.25,46.25,47.75,1516.0,,,,,
2024-10-02,47.25,48.5,45.75,48.5,1501.0,,,,,
2024-10-03,47.5,48.5,47.25,48.0,1368.0,,,,,
2024-10-04,45.75,48.25,45.0,47.5,5451.0,,,,,
2024-10-07,44.5,47.25,44.25,45.75,3257.0,,,,,
2024-10-08,41.75,44.5,41.25,44.5,5848.0,,,,,
2024-10-09,40.75,41.75,39.25,41.75,3753.0,,,,,
2024-10-10,35.75,45.0,35.0,40.0,16151.0,,,,,
2024-10-11,34.75,37.25,31.75,33.25,14673.0,,,,,
2024-10-14,29.25,36.0,27.5,36.0,28422.0,,,,,
2024-10-15,28.0,32.0,27.25,29.0,19286.0,,,,,
2024-10-16,28.0,29.5,27.5,27.5,9151.0,,,,,
2024-10-17,28.0,31.75,27.25,28.0,16522.0,,,,,
2024-10-18,27.5,30.0,27.25,27.5,17996.0,,,,,
2024-10-21,28.75,30.0,27.5,28.25,18225.0,,,,,
2024-10-22,28.25,31.25,27.5,28.75,17939.0,,,,,
2024-10-23,27.75,32.75,26.5,32.0,80044.0,,,,,
2024-10-24,23.25,26.75,22.0,26.75,64897.0,,,,,
2024-10-25,21.5,24.5,20.5,23.25,40496.0,,,,,
2024-10-28,21.5,23.25,19.25,21.5,35810.0,,,,,
2024-10-29,20.0,22.5,19.25,21.75,72281.0,,,,,
2024-10-30,15.0,20.0,14.0,19.75,152004.0,,,,,
2024-10-31,14.5,15.0,12.75,14.75,56392.0,,,,,
2024-11-01,14.25,15.75,14.0,15.0,44363.0,,,,,
2024-11-04,12.5,13.75,12.25,13.75,70728.0,,,,,
2024-11-05,11.75,23.5,10.25,12.5,1318566.0,,,,,
2024-11-06,12.75,13.5,9.75,11.0,233772.0,,,,,
2024-11-07,12.25,25.0,11.75,14.0,1410356.0,,,,,
2024-11-08,14.5,15.5,12.25,12.25,342691.0,,,,,
2024-11-11,13.5,14.5,12.5,14.5,201089.0,,,,,
2024-11-12,12.25,13.5,11.75,13.25,154346.0,,,,,
2024-11-13,14.25,16.75,12.75,13.5,553256.0,,,,,
2024-11-14,14.25,21.75,13.0,16.75,1465040.0,,,,,
2024-11-15,13.0,14.25,12.0,13.75,248230.0,,,,,
2024-11-18,12.5,14.25,10.0,13.0,348284.0,,,,,
2024-11-19,12.5,12.75,12.0,12.75,151706.0,,,,,
2024-11-20,11.5,12.75,11.25,12.25,158547.0,,,,,
2024-11-21,12.25,13.25,11.75,11.75,384454.0,,,,,
2024-11-22,11.5,12.75,11.5,12.25,212586.0,,,,,
2024-11-25,11.75,12.0,10.75,11.75,198677.0,,,,,
2024-11-26,10.5,12.0,10.25,12.0,139771.0,,,,,
2024-11-27,10.75,11.75,10.25,10.25,185867.0,,,,,
2024-11-29,11.25,12.5,11.0,11.5,121892.0,,,,,
2024-12-02,12.0,14.5,11.0,12.5,709880.0,,,,,
2024-12-03,12.0,12.0,10.75,11.5,184311.0,,,,,
2024-12-04,12.0,12.5,11.5,11.75,330680.0,,,,,
2024-12-05,11.5,12.25,11.25,12.25,252999.0,,,,,
2024-12-06,10.75,11.25,10.5,11.25,203395.0,,,,,
2024-12-09,11.0,11.75,10.75,11.75,205779.0,,,,,
2024-12-10,10.75,11.75,10.25,10.75,665646.0,,,,,
2024-12-11,10.75,11.25,10.25,10.75,350870.0,,,,,
2024-12-12,10.5,10.75,9.75,10.5,261290.0,,,,,
2024-12-13,10.0,10.25,9.75,10.25,194450.0,,,,,
2024-12-16,10.25,10.75,9.75,10.5,435223.0,,,,,
2024-12-17,11.25,12.75,10.75,11.75,890202.0,,,,,
2024-12-18,11.25,12.0,10.5,12.0,529886.0,,,,,
2024-12-19,10.5,12.0,10.25,12.0,381936.0,,,,,
2024-12-20,10.75,11.25,10.0,10.0,341098.0,,,,,
2024-12-23,10.0,10.75,9.75,10.75,421073.0,,,,,
2024-12-24,9.75,10.25,9.5,10.25,330624.0,,,,,
2024-12-26,10.0,11.75,9.75,10.25,1074775.0,,,,,
2024-12-27,10.0,11.5,9.75,11.0,1072001.0,,,,,
2024-12-30,10.0,11.0,9.75,10.75,1170668.0,,,,,
2024-12-31,10.75,12.25,10.0,12.0,1785242.0,,,,,
2025-01-02,10.5,11.0,10.0,11.0,877587.0,,,,,
2025-01-03,10.25,10.5,10.25,10.25,402247.0,,,,,
2025-01-06,22.0,22.0,10.0,10.25,6232876.0,,,,,
2025-01-07,28.5,60.0,25.0,52.5,10672918.0,,,,,
2025-01-08,12.75,15.25,12.0,15.0,2452929.0,,,,,
2025-01-10,7.309999942779541,8.300999641418457,3.849999904632568,8.0,6229700.0,,,,,
2025-01-13,6.869999885559082,7.639999866485596,5.809999942779541,7.199999809265137,1644800.0,,,,,
2025-01-14,6.039999961853027,6.590000152587891,5.849999904632568,6.360000133514404,929800.0,,,,,
2025-01-15,5.659999847412109,5.947999954223633,5.360000133514404,5.610000133514404,1033200.0,,,,,
2025-01-16,6.389999866485596,6.860000133514404,5.510000228881836,5.760000228881836,1324100.0,,,,,
2025-01-17,5.980000019073486,6.599999904632568,5.849999904632568,6.079999923706055,723800.0,,,,,
2025-01-21,5.579999923706055,6.059999942779541,5.300000190734863,6.050000190734863,1150700.0,,,,,
2025-01-22,5.0,5.590000152587891,5.0,5.590000152587891,673400.0,,,,,
2025-01-23,4.539999961853027,4.940000057220459,4.289999961853027,4.840000152587891,648300.0,,,,,
2025-01-24,4.889999866485596,5.25,4.539999961853027,4.570000171661377,622100.0,,,,,
2025-01-27,5.010000228881836,5.349999904632568,4.739999771118164,4.739999771118164,385300.0,,,,,
2025-01-28,4.789999961853027,4.99399995803833,4.559999942779541,4.869999885559082,216400.0,,,,,
2025-01-29,4.590000152587891,4.854000091552734,4.550000190734863,4.809999942779541,148400.0,,,,,
2025-01-30,4.760000228881836,4.89900016784668,4.559999942779541,4.579999923706055,158900.0,,,,,
2025-01-31,5.070000171661377,5.480000019073486,4.889999866485596,4.909999847412109,470700.0,,,,,
2025-02-03,4.730000019073486,5.059999942779541,4.510000228881836,5.059999942779541,329500.0,,,,,
2025-02-04,4.679999828338623,5.050000190734863,4.679999828338623,4.710000038146973,179900.0,,,,,
2025-02-05,4.579999923706055,4.690000057220459,4.449999809265137,4.599999904632568,177500.0,,,,,
2025-02-06,4.53000020980835,4.670000076293945,4.449999809265137,4.559999942779541,150300.0,,,,,
2025-02-07,4.380000114440918,4.669000148773193,4.25,4.53000020980835,204500.0,,,,,
2025-02-10,4.389999866485596,4.489999771118164,4.119999885559082,4.460000038146973,236000.0,,,,,
2025-02-11,4.170000076293945,4.329999923706055,4.099999904632568,4.309999942779541,160300.0,,,,,
2025-02-12,4.210000038146973,4.210000038146973,3.694000005722046,3.950000047683716,729200.0,,,,,
2025-02-13,4.099999904632568,4.25,4.050000190734863,4.119999885559082,121300.0,,,,,
2025-02-14,3.940000057220459,4.199999809265137,3.867000102996826,4.079999923706055,205500.0,,,,,
2025-02-18,4.0,4.079999923706055,3.940000057220459,3.940000057220459,101500.0,,,,,
2025-02-19,3.890000104904175,4.061999797821045,3.859999895095825,4.010000228881836,127300.0,,,,,
2025-02-20,3.7699999809265137,3.890000104904175,3.5999999046325684,3.839999914169312,355700.0,,,,,
2025-02-21,3.650000095367432,3.829999923706055,3.650000095367432,3.829999923706055,126400.0,,,,,
2025-02-24,3.4200000762939453,3.650000095367432,3.3499999046325684,3.650000095367432,182400.0,,,,,
2025-02-25,3.3399999141693115,3.4200000762939453,3.109999895095825,3.3499999046325684,135900.0,,,,,
2025-02-26,3.259999990463257,3.390000104904175,3.220000028610229,3.3299999237060547,81100.0,,,,,
2025-02-27,2.9800000190734863,3.369999885559082,2.9100000858306885,3.259999990463257,129200.0,,,,,
2025-02-28,2.869999885559082,3.025000095367432,2.799999952316284,2.9600000381469727,123100.0,,,,,
2025-03-03,2.619999885559082,3.0450000762939453,2.5899999141693115,2.869999885559082,292000.0,,,,,
2025-03-04,2.4800000190734863,2.5999999046325684,2.400000095367432,2.5899999141693115,219900.0,,,,,
2025-03-05,2.9200000762939453,3.140000104904175,2.4600000381469727,2.470000028610229,538300.0,,,,,
2025-03-06,2.809999942779541,3.388999938964844,2.680000066757202,3.0,566400.0,,,,,
2025-03-07,3.0799999237060547,3.150000095367432,2.759999990463257,2.759999990463257,326100.0,,,,,
2025-03-10,2.7699999809265137,3.0789999961853027,2.651000022888184,2.9800000190734863,203100.0,,,,,
2025-03-11,2.759999990463257,2.880000114440918,2.609999895095825,2.7799999713897705,135400.0,,,,,
2025-03-12,2.759999990463257,2.8399999141693115,2.6700000762939453,2.789999961853028,69200.0,,,,,
2025-03-13,2.8299999237060547,2.950000047683716,2.7300000190734863,2.819999933242798,81500.0,,,,,
2025-03-14,2.8499999046325684,2.9100000858306885,2.799999952316284,2.8299999237060547,88700.0,,,,,
2025-03-17,2.680000066757202,2.900000095367432,2.680000066757202,2.8299999237060547,141600.0,,,,,
2025-03-18,2.549999952316284,2.950000047683716,2.5299999713897705,2.950000047683716,1280200.0,,,,,
2025-03-19,2.539999961853028,2.618000030517578,2.299999952316284,2.5,396700.0,,,,,
2025-03-20,2.619999885559082,2.900000095367432,2.4719998836517334,2.490000009536743,395800.0,,,,,
2025-03-21,2.380000114440918,2.619999885559082,2.359999895095825,2.569999933242798,301200.0,,,,,
2025-03-24,2.5199999809265137,2.549999952316284,2.400000095367432,2.549999952316284,140300.0,,,,,
2025-03-25,2.609999895095825,2.8499999046325684,2.430000066757202,2.640000104904175,278400.0,,,,,
2025-03-26,2.549999952316284,2.609999895095825,2.450000047683716,2.609999895095825,120500.0,,,,,
2025-03-27,2.4600000381469727,2.5299999713897705,2.365000009536743,2.4800000190734863,274900.0,,,,,
2025-03-28,1.2300000190734863,1.340000033378601,1.2000000476837158,1.3200000524520874,1821000.0,,,,,
2025-03-31,1.090000033378601,1.2300000190734863,1.059999942779541,1.2300000190734863,531700.0,,,,,
2025-04-01,1.0399999618530271,1.1699999570846558,1.0099999904632568,1.100000023841858,532400.0,,,,,
2025-04-02,1.1399999856948853,1.159999966621399,0.959999978542328,1.0399999618530271,930100.0,,,,,
2025-04-03,1.1200000047683716,1.1449999809265137,1.0399999618530271,1.1200000047683716,435900.0,,,,,
2025-04-04,1.100000023841858,1.1299999952316284,1.0299999713897705,1.0700000524520874,337400.0,,,,,
2025-04-07,1.090000033378601,1.1100000143051147,1.0099999904632568,1.090000033378601,269600.0,,,,,
2025-04-08,1.1299999952316284,1.149999976158142,1.0920000076293943,1.1399999856948853,214600.0,,,,,
2025-04-09,1.149999976158142,1.190000057220459,1.059999942779541,1.100000023841858,297100.0,,,,,
2025-04-10,1.159999966621399,1.2000000476837158,1.1050000190734863,1.159999966621399,243000.0,,,,,
2025-04-11,1.2000000476837158,1.2100000381469729,1.1349999904632568,1.190000057220459,233000.0,,,,,
2025-04-14,1.2799999713897705,1.2799999713897705,1.190000057220459,1.2799999713897705,248000.0,,,,,
2025-04-15,1.3700000047683716,1.3799999952316284,1.2899999618530271,1.309999942779541,426800.0,,,,,
2025-04-16,1.1799999475479126,1.3359999656677246,1.1399999856948853,1.2999999523162842,332300.0,,,,,
2025-04-17,1.190000057220459,1.2100000381469729,1.159999966621399,1.2000000476837158,119600.0,,,,,
2025-04-21,1.190000057220459,1.2000000476837158,1.159999966621399,1.2000000476837158,97300.0,,,,,
2025-04-22,1.149999976158142,1.2000000476837158,1.1399999856948853,1.1799999475479126,139900.0,,,,,
2025-04-23,1.2000000476837158,1.2000000476837158,1.149999976158142,1.190000057220459,250000.0,,,,,
2025-04-24,1.25,1.277999997138977,1.194000005722046,1.2000000476837158,270900.0,,,,,
2025-04-25,1.2300000190734863,1.25,1.1699999570846558,1.25,180900.0,,,,,
2025-04-28,1.2400000095367432,1.25,1.2000000476837158,1.25,186000.0,,,,,
2025-04-29,1.2300000190734863,1.2699999809265137,1.2300000190734863,1.2300000190734863,152800.0,,,,,
2025-04-30,1.350000023841858,1.440000057220459,1.2200000286102295,1.2300000190734863,590900.0,,,,,
2025-05-01,1.309999942779541,1.3700000047683716,1.2799999713897705,1.3600000143051147,190800.0,,,,,
2025-05-02,1.309999942779541,1.350000023841858,1.2999999523162842,1.3200000524520874,205900.0,,,,,
2025-05-05,1.3200000524520874,1.340000033378601,1.2799999713897705,1.3200000524520874,127800.0,,,,,
2025-05-06,1.2699999809265137,1.315999984741211,1.2419999837875366,1.2999999523162842,111600.0,,,,,
2025-05-07,1.284999966621399,1.309999942779541,1.2599999904632568,1.2699999809265137,106000.0,,,,,
2025-05-08,1.2899999618530271,1.3200000524520874,1.2599999904632568,1.2899999618530271,139600.0,,,,,
2025-05-09,1.3200000524520874,1.350000023841858,1.2799999713897705,1.2999999523162842,124100.0,,,,,
2025-05-12,1.350000023841858,1.399999976158142,1.309999942779541,1.3300000429153442,234900.0,,,,,
2025-05-13,1.3799999952316284,1.399999976158142,1.2999999523162842,1.3799999952316284,236700.0,,,,,
2025-05-14,1.4199999570846558,1.559999942779541,1.3489999771118164,1.3700000047683716,833600.0,,,,,
2025-05-15,1.340000033378601,1.440000057220459,1.2799999713897705,1.4299999475479126,242400.0,,,,,
2025-05-16,1.3799999952316284,1.399999976158142,1.3200000524520874,1.340000033378601,175200.0,,,,,
2025-05-19,1.6299999952316284,1.6399999856948853,1.350000023841858,1.399999976158142,1498700.0,,,,,
2025-05-20,1.5,1.9600000381469729,1.5,1.919999957084656,2059500.0,,,,,
2025-05-21,1.6100000143051147,1.7599999904632568,1.409999966621399,1.5199999809265137,1339900.0,,,,,
2025-05-22,1.8600000143051147,1.9800000190734863,1.7100000381469729,1.7599999904632568,2260000.0,,,,,
2025-05-23,1.830000042915344,1.909999966621399,1.7699999809265137,1.850000023841858,911300.0,,,,,
2025-05-27,2.0,2.049999952316284,1.7999999523162842,1.909999966621399,1496600.0,,,,,
2025-05-28,1.950000047683716,2.069999933242798,1.7999999523162842,2.069999933242798,1027100.0,,,,,
2025-05-29,1.809999942779541,2.0,1.7999999523162842,2.0,603100.0,,,,,
2025-05-30,1.6799999475479126,1.850000023841858,1.5700000524520874,1.850000023841858,1324400.0,,,,,
2025-06-02,1.870000004768372,1.9049999713897705,1.7400000095367432,1.7400000095367432,935700.0,,,,,
2025-06-03,1.899999976158142,2.08899998664856,1.871999979019165,1.899999976158142,1033200.0,,,,,
2025-06-04,1.909999966621399,1.9470000267028809,1.840000033378601,1.9299999475479128,658100.0,,,,,
2025-06-05,1.7200000286102295,2.0,1.7100000381469729,2.0,909800.0,,,,,
2025-06-06,1.8600000143051147,1.8899999856948853,1.7599999904632568,1.8200000524520876,445800.0,,,,,
2025-06-09,2.569999933242798,2.5899999141693115,1.8799999952316284,1.940000057220459,4349400.0,,,,,
2025-06-10,3.049999952316284,3.0899999141693115,2.490000009536743,2.5799999237060547,4728700.0,,,,,
2025-06-11,5.050000190734863,7.429999828338623,3.049999952316284,3.180000066757202,58610500.0,,,,,
2025-06-12,5.039999961853027,6.163000106811523,4.78000020980835,5.03000020980835,19308900.0,,,,,
2025-06-13,4.059999942779541,4.300000190734863,3.450000047683716,3.5799999237060547,4872800.0,,,,,
2025-06-16,2.7699999809265137,3.650000095367432,2.5199999809265137,3.549999952316284,7314200.0,,,,,
2025-06-17,4.099999904632568,4.21999979019165,3.1700000762939453,3.259999990463257,16469400.0,,,,,
2025-06-18,3.509999990463257,3.670000076293945,3.2699999809265137,3.450000047683716,3810800.0,,,,,
2025-06-20,3.119999885559082,3.4600000381469727,3.0,3.4100000858306885,2349100.0,,,,,
2025-06-23,2.700000047683716,3.039999961853028,2.630000114440918,2.819999933242798,3077100.0,,,,,
2025-06-24,2.789999961853028,2.940000057220459,2.700000047683716,2.789999961853028,1852600.0,,,,,
2025-06-25,1.6799999475479126,2.1700000762939453,1.6799999475479126,1.870000004768372,15246600.0,,,,,
2025-06-26,1.659999966621399,1.7400000095367432,1.6200000047683716,1.7300000190734863,3535300.0,,,,,
2025-06-27,1.6699999570846558,1.7300000190734863,1.6399999856948853,1.649999976158142,2011700.0,,,,,
2025-06-30,1.6299999952316284,1.6799999475479126,1.600000023841858,1.6799999475479126,1977400.0,,,,,
2025-07-01,1.7400000095367432,1.75,1.6200000047683716,1.6200000047683716,2792700.0,,,,,
2025-07-02,1.7300000190734863,1.809999942779541,1.7000000476837158,1.7400000095367432,1593300.0,,,,,
2025-07-03,1.7599999904632568,1.7699999809265137,1.6799999475479126,1.7350000143051147,1072100.0,,,,,
2025-07-07,1.7899999618530271,1.7899999618530271,1.7100000381469729,1.7699999809265137,1023100.0,,,,,
2025-07-08,2.039999961853028,2.140000104904175,1.830000042915344,1.830000042915344,3339200.0,,,,,
2025-07-09,2.069999933242798,2.1700000762939453,2.0,2.1600000858306885,2479600.0,,,,,
2025-07-10,2.069999933242798,2.0899999141693115,1.968000054359436,2.0799999237060547,1331200.0,,,,,
2025-07-11,1.950000047683716,2.069999933242798,1.909999966621399,2.069999933242798,1748400.0,,,,,
2025-07-14,2.059999942779541,2.119999885559082,2.0,2.039999961853028,1754400.0,,,,,
2025-07-15,2.049999952316284,2.0999999046325684,1.9800000190734863,2.069999933242798,1544500.0,,,,,
2025-07-16,1.9800000190734863,2.0799999237060547,1.909999966621399,2.0799999237060547,2245400.0,,,,,
2025-07-17,2.430000066757202,2.430000066757202,2.0,2.0,5209500.0,,,,,
2025-07-18,2.2300000190734863,2.470000028610229,2.1700000762939453,2.444999933242798,2815800.0,,,,,
2025-07-21,2.1600000858306885,2.3299999237060547,2.140000104904175,2.309999942779541,1538600.0,,,,,
2025-07-22,2.109999895095825,2.197999954223633,2.0299999713897705,2.197999954223633,1832000.0,,,,,
2025-07-23,2.220000028610229,2.2699999809265137,2.0999999046325684,2.150000095367432,1811200.0,,,,,
2025-07-24,2.130000114440918,2.220000028610229,2.109999895095825,2.190000057220459,1171400.0,,,,,
2025-07-25,2.119999885559082,2.140000104904175,2.049999952316284,2.140000104904175,1003200.0,,,,,
2025-07-28,2.0799999237060547,2.150000095367432,2.0199999809265137,2.150000095367432,1293600.0,,,,,
2025-07-29,1.940000057220459,2.0999999046325684,1.870000004768372,2.0999999046325684,2251100.0,,,,,
2025-07-30,2.0,2.069999933242798,1.9700000286102293,1.9800000190734863,1077300.0,,,,,
2025-07-31,2.0299999713897705,2.0899999141693115,1.950000047683716,1.9900000095367432,1114300.0,,,,,
2025-08-01,2.009999990463257,2.0299999713897705,1.9299999475479128,2.0,795800.0,,,,,
2025-08-04,1.9600000381469729,2.0199999809265137,1.9299999475479128,2.0199999809265137,877200.0,,,,,
2025-08-05,1.8899999856948853,2.009999990463257,1.870000004768372,2.0,1336800.0,,,,,
2025-08-06,1.840000033378601,1.909999966621399,1.8200000524520876,1.8849999904632568,953500.0,,,,,
2025-08-07,1.8799999952316284,1.919999957084656,1.840000033378601,1.840000033378601,453500.0,,,,,
2025-08-08,1.870000004768372,1.909999966621399,1.850000023841858,1.899999976158142,589600.0,,,,,
2025-08-11,1.7799999713897705,1.8969999551773071,1.774999976158142,1.850000023841858,1249100.0,,,,,
2025-08-12,1.7899999618530271,1.837000012397766,1.7100000381469729,1.7999999523162842,1196900.0,,,,,
2025-08-13,1.830000042915344,1.8600000143051147,1.7450000047683716,1.809999942779541,865200.0,,,,,
2025-08-14,1.8200000524520876,1.830000042915344,1.7100000381469729,1.8200000524520876,937400.0,,,,,
2025-08-15,1.7699999809265137,1.8049999475479128,1.7200000286102295,1.7200000286102295,936500.0,,,,,
2025-08-18,1.8200000524520876,1.870000004768372,1.7599999904632568,1.7599999904632568,932800.0,,,,,
2025-08-19,1.7400000095367432,1.840000033378601,1.725000023841858,1.8350000381469729,852900.0,,,,,
2025-08-20,1.649999976158142,1.7400000095367432,1.6299999952316284,1.7300000190734863,1256800.0,,,,,
2025-08-21,1.7400000095367432,1.7890000343322754,1.6299999952316284,1.6399999856948853,704600.0,,,,,
2025-08-22,1.7200000286102295,1.7699999809265137,1.7100000381469729,1.7699999809265137,490700.0,,,,,
2025-08-25,1.7200000286102295,1.7899999618530271,1.7100000381469729,1.7200000286102295,356900.0,,,,,
2025-08-26,1.840000033378601,1.8799999952316284,1.75,1.75,1569000.0,,,,,
2025-08-27,1.840000033378601,1.8899999856948853,1.7640000581741333,1.8200000524520876,786800.0,,,,,
2025-08-28,2.039999961853028,2.0450000762939453,1.8600000143051147,1.8799999952316284,2447900.0,,,,,
2025-08-29,2.009999990463257,2.0899999141693115,1.9210000038146973,2.0899999141693115,1292700.0,,,,,
2025-09-02,1.9800000190734863,2.039999961853028,1.9299999475479128,2.0,808200.0,,,,,
2025-09-03,2.0199999809265137,2.0799999237060547,1.9800000190734863,2.0,1004600.0,,,,,
2025-09-04,2.0,2.069999933242798,1.950000047683716,2.049999952316284,1024200.0,,,,,
2025-09-05,2.009999990463257,2.065000057220459,1.940000057220459,2.0350000858306885,897800.0,,,,,
2025-09-08,2.049999952316284,2.119999885559082,2.0199999809265137,2.069999933242798,1524500.0,,,,,
2025-09-09,2.0899999141693115,2.130000114440918,2.0299999713897705,2.069999933242798,1356600.0,,,,,
2025-09-10,2.220000028610229,2.25,2.0799999237060547,2.0999999046325684,1916100.0,,,,,
2025-09-11,2.0299999713897705,2.299999952316284,2.009999990463257,2.2300000190734863,5046300.0,,,,,
2025-09-12,1.5299999713897705,1.5850000381469729,1.309999942779541,1.5399999618530271,19551300.0,,,,,
2025-09-15,1.5099999904632568,1.559999942779541,1.4550000429153442,1.5499999523162842,2536900.0,,,,,
2025-09-16,1.5,1.559999942779541,1.4700000286102295,1.5149999856948853,1879600.0,,,,,
2025-09-17,1.5,1.5700000524520874,1.4900000095367432,1.5149999856948853,3175300.0,,,,,
2025-09-18,1.5199999809265137,1.5399999618530271,1.4819999933242798,1.5049999952316284,2241500.0,,,,,
2025-09-19,1.600000023841858,1.6549999713897705,1.4900000095367432,1.5049999952316284,3384200.0,,,,,
2025-09-22,1.559999942779541,1.600000023841858,1.5299999713897705,1.600000023841858,1346600.0,,,,,
