Date,Close,High,Low,Open,Volume,"('Close', 'IVP')","('High', 'IVP')","('Low', 'IVP')","('Open', 'IVP')","('Volume', 'IVP')"
2025-08-27,0.9359999895095824,1.0099999904632568,0.925000011920929,0.959999978542328,141000.0,,,,,
2025-08-28,0.9380000233650208,0.9700000286102296,0.9229999780654908,0.9300000071525574,159600.0,,,,,
2025-08-29,0.9210000038146972,0.959999978542328,0.9100000262260436,0.9179999828338624,42700.0,,,,,
2025-09-02,0.9789999723434448,0.9940000176429749,0.9100000262260436,0.9200000166893004,161800.0,,,,,
2025-09-03,0.968999981880188,1.006999969482422,0.9399999976158142,0.968999981880188,156300.0,,,,,
2025-09-04,0.9200000166893004,0.9539999961853028,0.8999999761581421,0.9539999961853028,112100.0,,,,,
2025-09-05,0.9200000166893004,0.9229999780654908,0.8610000014305115,0.8790000081062317,104100.0,,,,,
2025-09-08,0.8989999890327454,0.9100000262260436,0.8600000143051147,0.8999999761581421,104100.0,,,,,
2025-09-09,0.8930000066757202,0.9169999957084656,0.8600000143051147,0.8759999871253967,78500.0,,,,,
2025-09-10,0.8870000243186951,0.9200000166893004,0.8500000238418579,0.8500000238418579,163100.0,,,,,
2025-09-11,0.9049999713897704,0.9049999713897704,0.8700000047683716,0.871999979019165,54400.0,,,,,
2025-09-12,0.8939999938011169,0.9200000166893004,0.8809999823570251,0.9200000166893004,32300.0,,,,,
2025-09-15,0.8830000162124634,0.915000021457672,0.8600000143051147,0.8999999761581421,38600.0,,,,,
2025-09-16,0.8999999761581421,0.8999999761581421,0.8799999952316284,0.8799999952316284,44200.0,,,,,
2025-09-17,0.8849999904632568,0.9179999828338624,0.8799999952316284,0.9100000262260436,43300.0,,,,,
2025-09-18,0.8840000033378601,0.8980000019073486,0.8740000128746033,0.8980000019073486,49500.0,,,,,
2025-09-19,0.8730000257492065,0.925000011920929,0.8730000257492065,0.8849999904632568,71100.0,,,,,
2025-09-22,0.9300000071525574,0.949999988079071,0.8500000238418579,0.8510000109672546,76700.0,,,,,
2025-09-23,0.977999985218048,0.9869999885559082,0.8600000143051147,0.8980000019073486,95200.0,,,,,
2025-09-24,1.1100000143051147,1.149999976158142,0.9729999899864196,1.0,429200.0,,,,,
2025-09-25,1.059999942779541,1.2300000190734863,1.0399999618530271,1.149999976158142,1295700.0,,,,,
2025-09-26,0.99099999666214,1.0700000524520874,0.959999978542328,1.0499999523162842,190900.0,,,,,
2025-09-29,1.0,1.0299999713897705,0.8799999952316284,0.949999988079071,218900.0,,,,,
2025-09-30,0.9800000190734864,1.0,0.959999978542328,0.9800000190734864,56400.0,,,,,
2025-10-01,1.0099999904632568,1.0399999618530271,0.959999978542328,0.9900000095367432,82500.0,,,,,
2025-10-02,0.9929999709129332,1.0499999523162842,0.9610000252723694,0.9700000286102296,210700.0,,,,,
2025-10-03,1.0,1.059999942779541,0.9700000286102296,0.9980000257492064,150800.0,,,,,
2025-10-06,1.0099999904632568,1.0099999904632568,0.9800000190734864,0.9900000095367432,50900.0,,,,,
2025-10-07,0.977999985218048,0.9950000047683716,0.959999978542328,0.975000023841858,60000.0,,,,,
2025-10-08,0.99099999666214,1.0,0.9509999752044678,0.9509999752044678,43000.0,,,,,
2025-10-09,0.99099999666214,0.99099999666214,0.9700000286102296,0.9769999980926514,23400.0,,,,,
2025-10-10,0.9399999976158142,0.9900000095367432,0.9399999976158142,0.9900000095367432,90400.0,,,,,
2025-10-13,0.9629999995231628,0.977999985218048,0.9300000071525574,0.9300000071525574,54700.0,,,,,
2025-10-14,0.9700000286102296,0.9900000095367432,0.9399999976158142,0.949999988079071,25900.0,,,,,
2025-10-15,0.9610000252723694,0.9950000047683716,0.953000009059906,0.9860000014305116,97400.0,,,,,
2025-10-16,0.9350000023841858,0.9919999837875366,0.9300000071525574,0.9700000286102296,83500.0,,,,,
2025-10-17,0.930999994277954,0.959999978542328,0.9110000133514404,0.9399999976158142,55700.0,,,,,
2025-10-20,,,,,,0.9380000233650208,0.9490000009536743,0.8999999761581421,0.9010000228881836,44400.0
2025-10-21,,,,,,0.9599999785423279,0.9599999785423279,0.9010000228881836,0.9259999990463257,33800.0
2025-10-22,,,,,,0.9240000247955322,1.0099999904632568,0.8539999723434448,1.0,918100.0
2025-10-23,,,,,,0.8949999809265137,0.9390000104904175,0.8820000290870667,0.8999999761581421,113500.0
2025-10-24,,,,,,0.8899999856948853,0.9290000200271606,0.8700000047683716,0.9290000200271606,61100.0
2025-10-27,,,,,,0.8759999871253967,0.8830000162124634,0.8009999990463257,0.8629999756813049,63700.0
2025-10-28,,,,,,0.8709999918937683,0.8799999952316284,0.8299999833106995,0.8510000109672546,55300.0
2025-10-29,,,,,,0.843999981880188,0.8600000143051147,0.8429999947547913,0.8500000238418579,22800.0
2025-10-30,,,,,,0.8289999961853027,0.8450000286102295,0.8029999732971191,0.8299999833106995,48700.0
2025-10-31,,,,,,0.8109999895095825,0.8299999833106995,0.800000011920929,0.8270000219345093,57900.0
2025-11-03,,,,,,0.8109999895095825,0.8500000238418579,0.7519999742507935,0.8199999928474426,140500.0
2025-11-04,,,,,,0.8199999928474426,0.8700000047683716,0.8009999990463257,0.8529999852180481,39000.0
2025-11-05,,,,,,0.8209999799728394,0.8410000205039978,0.7789999842643738,0.8199999928474426,43000.0
2025-11-06,,,,,,0.8149999976158142,0.8489999771118164,0.7910000085830688,0.8199999928474426,21500.0
2025-11-07,,,,,,0.7369999885559082,0.8019999861717224,0.699999988079071,0.7979999780654907,174300.0
2025-11-10,,,,,,0.722000002861023,0.7400000095367432,0.7149999737739563,0.7400000095367432,24700.0
2025-11-11,,,,,,0.7039999961853027,0.7200000286102295,0.6899999976158142,0.7099999785423279,32300.0
2025-11-12,,,,,,0.6909999847412109,0.7009999752044678,0.6899999976158142,0.6980000138282776,27400.0
2025-11-13,,,,,,0.6700000166893005,0.6949999928474426,0.6700000166893005,0.6899999976158142,62400.0
2025-11-14,,,,,,0.7829999923706055,0.800000011920929,0.6800000071525574,0.6890000104904175,157300.0
2025-11-17,,,,,,0.4440000057220459,0.7239999771118164,0.4099999964237213,0.7239999771118164,2382500.0
2025-11-18,,,,,,0.26899999380111694,0.3499999940395355,0.25099998712539673,0.34700000286102295,46565200.0
2025-11-19,,,,,,0.10499999672174454,0.1420000046491623,0.10100000351667404,0.13600000739097595,86475800.0
2025-11-20,,,,,,0.12399999797344208,0.1589999943971634,0.10499999672174454,0.13099999725818634,324229400.0
2025-11-21,,,,,,0.12099999934434891,0.20000000298023224,0.10899999737739563,0.14100000262260437,317723100.0
2025-11-24,,,,,,0.16200000047683716,0.1899999976158142,0.1469999998807907,0.17499999701976776,327766200.0
2025-11-25,,,,,,0.17299999296665192,0.2199999988079071,0.16599999368190765,0.18799999356269836,223005600.0
2025-11-26,,,,,,0.13699999451637268,0.15600000321865082,0.12600000202655792,0.15299999713897705,33195400.0
2025-11-28,,,,,,0.12399999797344208,0.12999999523162842,0.11999999731779099,0.12600000202655792,13529600.0
2025-12-01,,,,,,0.1289999932050705,0.14100000262260437,0.12200000137090683,0.13699999451637268,62513400.0
2025-12-02,,,,,,0.12800000607967377,0.12800000607967377,0.12099999934434891,0.12600000202655792,37148600.0
2025-12-03,,,,,,0.11500000208616257,0.12099999934434891,0.09600000083446503,0.12099999934434891,12242600.0
2025-12-04,,,,,,0.10300000011920929,0.10300000011920929,0.0949999988079071,0.10199999809265137,12826000.0
2025-12-05,,,,,,0.10300000011920929,0.10899999737739563,0.10000000149011612,0.10300000011920929,12163200.0
2025-12-08,,,,,,0.08399999886751175,0.08500000089406967,0.07199999690055847,0.08500000089406967,20960800.0
2025-12-09,,,,,,0.07900000363588333,0.07999999821186066,0.07400000095367432,0.07999999821186066,9301200.0
2025-12-10,,,,,,0.061000000685453415,0.06800000369548798,0.0560000017285347,0.06400000303983688,29908200.0
2025-12-11,,,,,,0.05299999937415123,0.06199999898672104,0.04500000178813934,0.05999999865889549,67050700.0
2025-12-12,,,,,,0.04699999839067459,0.05299999937415123,0.04399999976158142,0.05000000074505806,37654800.0
2025-12-15,,,,,,0.05299999937415123,0.054999999701976776,0.03999999910593033,0.0430000014603138,96279300.0
2025-12-16,,,,,,0.05000000074505806,0.05400000140070915,0.041999999433755875,0.052000001072883606,181497900.0
2025-12-17,,,,,,0.04699999839067459,0.057999998331069946,0.04399999976158142,0.04899999871850014,38082500.0
2025-12-18,,,,,,0.04500000178813934,0.04800000041723251,0.0430000014603138,0.0430000014603138,39269200.0
2025-12-19,,,,,,0.04800000041723251,0.05400000140070915,0.04600000008940697,0.05400000140070915,175040100.0
2025-12-22,,,,,,0.04500000178813934,0.04899999871850014,0.0430000014603138,0.04699999839067459,38522700.0
2025-12-23,,,,,,0.039799999445676804,0.04450000077486038,0.03889999911189079,0.04410000145435333,17572031.0
