Date,Close,High,Low,Open,Volume,"('Close', 'BMNR')","('High', 'BMNR')","('Low', 'BMNR')","('Open', 'BMNR')","('Volume', 'BMNR')"
2025-10-22,,,,,,48.01589584350586,51.025014159875056,46.54633006938751,50.98502498972264,36926900.0
2025-10-23,,,,,,49.17555618286133,49.585435652149044,47.810959089686435,48.635717628037035,21443600.0
2025-10-24,,,,,,50.395198822021484,51.60484263517444,49.92533559973182,50.985025742963565,23551100.0
2025-10-27,,,,,,53.69422912597656,54.52398725763355,51.75480010824816,53.924161137337876,35554800.0
2025-10-28,,,,,,52.524574279785156,54.01413465490032,52.38461599633296,53.134395783607324,23616800.0
2025-10-29,,,,,,49.74538803100586,52.21466402187268,48.8656491581339,51.984732010991785,31753000.0
2025-10-30,,,,,,44.53691864013672,48.425775863344725,44.45694411248468,48.02589559793009,41374200.0
2025-10-31,,,,,,46.63630294799805,47.36208768654788,45.156734187861574,46.766262028266134,22862500.0
2025-11-03,,,,,,42.847415924072266,44.86682326303792,42.47752563242117,44.76685033720169,35980800.0
2025-11-04,,,,,,39.44841384887695,43.00737002562495,39.309454719518754,40.51809939775998,46705200.0
2025-11-05,,,,,,41.4078369140625,42.56749998947889,40.2681722376868,41.237888657989075,34359900.0
2025-11-06,,,,,,37.35902786254883,40.69604914469762,37.10910125744881,40.48811002620269,38672100.0
2025-11-07,,,,,,40.21818923950195,40.47811504702312,35.779494061177715,37.37902282447184,45751700.0
2025-11-10,,,,,,41.13792037963867,43.757150111302984,40.94797372066731,43.397255192807044,40321100.0
2025-11-11,,,,,,39.57837677001953,41.417836709785576,38.418717491487286,40.70804607671353,22499800.0
2025-11-12,,,,,,40.55808639526367,41.238886176901865,39.288458870603506,41.04794418571409,28409900.0
2025-11-13,,,,,,36.559261322021484,40.118217340588856,36.03941355659634,39.88828533515454,41175400.0
2025-11-14,,,,,,34.38990020751953,36.029418022888635,33.53514791630465,34.98972249631117,50642100.0
2025-11-17,,,,,,30.940914154052734,34.35990824593865,30.11115790997501,33.740091339503486,58609600.0
2025-11-18,,,,,,32.2705192565918,33.380193898034236,30.46105132508815,30.835941200517244,52662700.0
2025-11-19,,,,,,29.171432495117188,32.370493676204774,28.741558446312254,31.74067758853614,50636800.0
2025-11-20,,,,,,26.012361526489258,30.371080224501302,25.942382382120403,30.231121935763596,62020700.0
2025-11-21,,,,,,25.992366790771484,26.76214118797361,24.322857001400386,26.012361376701357,55092500.0
2025-11-24,,,,,,31.090869903564453,31.520743967317806,26.45223083900478,26.932091367606585,72026000.0
2025-11-25,,,,,,28.901512145996094,30.990898694386537,28.66158283653161,29.881223969673233,49691900.0
2025-11-26,,,,,,31.730680465698242,32.440472991352586,29.35138010578981,30.31109732117817,53469400.0
2025-11-28,,,,,,33.11027526855469,35.189666434205286,32.020595127888754,33.790075933203745,51366500.0
2025-12-01,,,,,,28.931503295898438,30.89092689389199,28.80154039813622,30.501042014182552,64694700.0
2025-12-02,,,,,,31.900630950927734,32.800368232959194,30.491045084796617,30.660995248426048,60205300.0
2025-12-03,,,,,,33.650115966796875,34.3599065680188,32.090572670374634,33.180252756669375,56861700.0
2025-12-04,,,,,,36.30933380126953,36.30933380126953,32.500451290022355,33.380193933088044,48483900.0
2025-12-05,,,,,,34.04999923706055,36.61924422002265,34.00001086931082,35.139679297764175,47048100.0
2025-12-08,,,,,,35.84000015258789,35.939998626708984,33.79999923706055,35.349998474121094,41072500.0
2025-12-09,,,,,,39.209999084472656,39.790000915527344,34.65999984741211,35.0,60351300.0
2025-12-10,,,,,,40.400001525878906,42.084999084472656,38.43600082397461,38.93000030517578,53350000.0
2025-12-11,,,,,,38.380001068115234,39.46799850463867,37.6609992980957,38.79999923706055,41639200.0
2025-12-12,,,,,,34.86000061035156,38.79999923706055,34.7400016784668,38.5,51648900.0
2025-12-15,,,,,,30.950000762939453,34.84000015258789,30.760000228881836,34.52000045776367,61583600.0
2025-12-16,,,,,,31.389999389648438,31.757999420166016,30.3700008392334,30.84000015258789,40973200.0
2025-12-17,,,,,,29.31999969482422,32.224998474121094,29.139999389648438,31.280000686645508,55921700.0
2025-12-18,,,,,,28.43000030517578,31.719999313354492,28.399999618530273,31.190000534057617,52809800.0
2025-12-19,,,,,,31.360000610351562,31.610000610351562,29.59000015258789,29.8799991607666,62526800.0
2025-12-22,,,,,,31.09000015258789,32.779998779296875,30.5,32.68000030517578,40972400.0
2025-12-23,,,,,,29.6830997467041,30.31999969482422,28.940000534057617,30.0,12371768.0
