Date,Close,High,Low,Open,Volume,"('Close', 'WETO')","('High', 'WETO')","('Low', 'WETO')","('Open', 'WETO')","('Volume', 'WETO')"
2025-09-25,1.909999966621399,2.0,1.909999966621399,1.9900000095367432,22100.0,,,,,
2025-09-26,1.9700000286102293,1.9700000286102293,1.909999966621399,1.909999966621399,11400.0,,,,,
2025-09-29,1.9900000095367432,2.0,1.932000041007996,1.940000057220459,5800.0,,,,,
2025-09-30,1.9700000286102293,2.0,1.9299999475479128,2.0,6900.0,,,,,
2025-10-01,1.9730000495910645,1.9730000495910645,1.8899999856948853,1.950000047683716,9300.0,,,,,
2025-10-02,1.965000033378601,2.0899999141693115,1.9079999923706052,1.9700000286102293,55000.0,,,,,
2025-10-03,1.6990000009536743,1.9539999961853027,1.590000033378601,1.909999966621399,578200.0,,,,,
2025-10-06,2.059999942779541,2.0999999046325684,1.774999976158142,1.919999957084656,323600.0,,,,,
2025-10-07,2.0999999046325684,2.1700000762939453,1.9800000190734863,2.049999952316284,126300.0,,,,,
2025-10-08,2.069999933242798,2.509999990463257,2.009999990463257,2.190000057220459,734000.0,,,,,
2025-10-09,2.039999961853028,2.039999961853028,1.8600000143051147,1.9900000095367432,27800.0,,,,,
2025-10-10,1.9900000095367432,2.0299999713897705,1.9110000133514404,1.9900000095367432,11200.0,,,,,
2025-10-13,1.899999976158142,1.950000047683716,1.850000023841858,1.919999957084656,21900.0,,,,,
2025-10-14,1.830000042915344,1.919999957084656,1.649999976158142,1.919999957084656,15500.0,,,,,
2025-10-15,1.6299999952316284,1.8600000143051147,1.6299999952316284,1.8600000143051147,205600.0,,,,,
2025-10-16,1.559999942779541,1.6720000505447388,1.5,1.6200000047683716,89000.0,,,,,
2025-10-17,1.5850000381469729,1.6100000143051147,1.475000023841858,1.5099999904632568,14000.0,,,,,
2025-10-20,,,,,,1.590000033378601,1.659999966621399,1.5329999923706055,1.649999976158142,6300.0
2025-10-21,,,,,,1.4800000190734863,1.5499999523162842,1.440000057220459,1.4600000381469727,97500.0
2025-10-22,,,,,,1.350000023841858,1.5299999713897705,1.2400000095367432,1.440000057220459,53200.0
2025-10-23,,,,,,1.2300000190734863,1.3600000143051147,1.1699999570846558,1.309999942779541,71400.0
2025-10-24,,,,,,1.1799999475479126,1.2100000381469727,1.1200000047683716,1.1799999475479126,56000.0
2025-10-27,,,,,,1.2699999809265137,1.309999942779541,1.1799999475479126,1.1799999475479126,34000.0
2025-10-28,,,,,,1.309999942779541,1.3600000143051147,1.2999999523162842,1.2999999523162842,43100.0
2025-10-29,,,,,,1.3700000047683716,1.4299999475479126,1.3200000524520874,1.340000033378601,32100.0
2025-10-30,,,,,,1.25,1.3600000143051147,1.2000000476837158,1.3600000143051147,34400.0
2025-10-31,,,,,,1.2000000476837158,1.25,1.2000000476837158,1.2200000286102295,14100.0
2025-11-03,,,,,,1.2899999618530273,1.2999999523162842,1.1299999952316284,1.25,212700.0
2025-11-04,,,,,,1.3600000143051147,1.3899999856948853,1.149999976158142,1.25,226700.0
2025-11-05,,,,,,1.1799999475479126,1.2699999809265137,1.1200000047683716,1.2699999809265137,17600.0
2025-11-06,,,,,,1.149999976158142,1.2350000143051147,1.1399999856948853,1.2059999704360962,16500.0
2025-11-07,,,,,,1.059999942779541,1.1299999952316284,1.0499999523162842,1.1200000047683716,18500.0
2025-11-10,,,,,,1.065000057220459,1.0700000524520874,1.0399999618530273,1.059999942779541,5800.0
2025-11-11,,,,,,1.0800000429153442,1.0800000429153442,1.059999942779541,1.059999942779541,3500.0
2025-11-12,,,,,,1.034999966621399,1.059999942779541,1.0,1.059999942779541,18400.0
2025-11-13,,,,,,1.0099999904632568,1.0700000524520874,1.0,1.0299999713897705,11300.0
2025-11-14,,,,,,0.9700000286102295,1.0099999904632568,0.9599999785423279,1.0,22400.0
2025-11-17,,,,,,0.9449999928474426,1.0499999523162842,0.9399999976158142,1.0,6500.0
2025-11-18,,,,,,0.9100000262260437,0.9449999928474426,0.8299999833106995,0.9449999928474426,15600.0
2025-11-19,,,,,,0.8309999704360962,0.8889999985694885,0.8299999833106995,0.8600000143051147,5700.0
2025-11-20,,,,,,0.8500000238418579,0.9700000286102295,0.8399999737739563,0.8999999761581421,11200.0
2025-11-21,,,,,,0.8600000143051147,0.9049999713897705,0.800000011920929,0.8640000224113464,12800.0
2025-11-24,,,,,,0.8600000143051147,0.949999988079071,0.800000011920929,0.8600000143051147,4300.0
2025-11-25,,,,,,0.8600000143051147,0.8799999952316284,0.800000011920929,0.8289999961853027,3600.0
2025-11-26,,,,,,0.8600000143051147,0.8999999761581421,0.8399999737739563,0.8999999761581421,6600.0
2025-11-28,,,,,,0.8700000047683716,0.8799999952316284,0.8700000047683716,0.8799999952316284,2600.0
2025-12-01,,,,,,0.9100000262260437,0.9150000214576721,0.8700000047683716,0.8709999918937683,16100.0
2025-12-02,,,,,,0.9100000262260437,0.9340000152587891,0.8999999761581421,0.9160000085830688,34900.0
2025-12-03,,,,,,0.9100000262260437,0.9330000281333923,0.9100000262260437,0.9100000262260437,7700.0
2025-12-04,,,,,,0.8999999761581421,0.9599999785423279,0.8999999761581421,0.9599999785423279,19800.0
2025-12-05,,,,,,0.9200000166893005,0.9599999785423279,0.8999999761581421,0.8999999761581421,11000.0
2025-12-08,,,,,,0.9300000071525574,0.9700000286102295,0.8500000238418579,0.8500000238418579,12700.0
2025-12-09,,,,,,0.921999990940094,0.9300000071525574,0.8700000047683716,0.9300000071525574,9000.0
2025-12-10,,,,,,0.9179999828338623,0.949999988079071,0.9179999828338623,0.949999988079071,4000.0
2025-12-11,,,,,,0.9350000023841858,0.9390000104904175,0.9100000262260437,0.9390000104904175,5700.0
2025-12-12,,,,,,0.9100000262260437,0.9350000023841858,0.8550000190734863,0.8550000190734863,6300.0
2025-12-15,,,,,,0.8799999952316284,0.9049999713897705,0.8399999737739563,0.8999999761581421,17200.0
2025-12-16,,,,,,0.8799999952316284,0.9020000100135803,0.8799999952316284,0.8799999952316284,2900.0
2025-12-17,,,,,,0.8899999856948853,0.8899999856948853,0.8799999952316284,0.8799999952316284,1300.0
2025-12-18,,,,,,0.8999999761581421,0.9049999713897705,0.8500000238418579,0.8899999856948853,15500.0
2025-12-19,,,,,,0.8989999890327454,0.8989999890327454,0.8199999928474426,0.8709999918937683,17400.0
2025-12-22,,,,,,0.8999999761581421,0.9049999713897705,0.8799999952316284,0.8799999952316284,7800.0
2025-12-23,,,,,,0.9309999942779541,0.9700000286102295,0.8320000171661377,0.8320000171661377,70094.0
