Date,Close,High,Low,Open,Volume,"('Close', 'KWM')","('High', 'KWM')","('Low', 'KWM')","('Open', 'KWM')","('Volume', 'KWM')"
2025-09-08,2.4200000762939453,2.549999952316284,2.299999952316284,2.490000009536743,265400.0,,,,,
2025-09-09,2.180000066757202,2.5299999713897705,2.0999999046325684,2.390000104904175,322300.0,,,,,
2025-09-10,2.309999942779541,2.380000114440918,2.1700000762939453,2.1700000762939453,168500.0,,,,,
2025-09-11,2.0999999046325684,2.371999979019165,2.069999933242798,2.369999885559082,216500.0,,,,,
2025-09-12,2.150000095367432,2.200000047683716,2.0199999809265137,2.069999933242798,133800.0,,,,,
2025-09-15,2.289999961853028,2.3399999141693115,2.0799999237060547,2.0799999237060547,131300.0,,,,,
2025-09-16,2.359999895095825,2.440000057220459,2.25,2.2799999713897705,130200.0,,,,,
2025-09-17,2.359999895095825,2.5,2.309999942779541,2.309999942779541,121900.0,,,,,
2025-09-18,2.3399999141693115,2.390000104904175,2.25,2.3399999141693115,160000.0,,,,,
2025-09-19,2.2799999713897705,2.325000047683716,2.240000009536743,2.259999990463257,58200.0,,,,,
2025-09-22,2.4600000381469727,2.619999885559082,2.299999952316284,2.299999952316284,291500.0,,,,,
2025-09-23,2.3399999141693115,2.470000028610229,2.3299999237060547,2.4200000762939453,89600.0,,,,,
2025-09-24,2.299999952316284,2.390000104904175,2.25,2.309999942779541,128700.0,,,,,
2025-09-25,2.4100000858306885,2.4549999237060547,2.3299999237060547,2.369999885559082,120000.0,,,,,
2025-09-26,2.5799999237060547,2.650000095367432,2.430000066757202,2.430000066757202,184200.0,,,,,
2025-09-29,2.509999990463257,2.6600000858306885,2.4210000038146973,2.5799999237060547,310900.0,,,,,
2025-09-30,2.4200000762939453,2.539999961853028,2.4100000858306885,2.509999990463257,57200.0,,,,,
2025-10-01,2.430000066757202,2.490000009536743,2.380000114440918,2.4100000858306885,92100.0,,,,,
2025-10-02,2.5899999141693115,2.609999895095825,2.450000047683716,2.5,122900.0,,,,,
2025-10-03,2.900000095367432,2.9100000858306885,2.680000066757202,2.7100000381469727,266500.0,,,,,
2025-10-06,2.8499999046325684,3.187000036239624,2.749000072479248,3.059999942779541,534100.0,,,,,
2025-10-07,2.7699999809265137,2.990000009536743,2.700000047683716,2.990000009536743,167100.0,,,,,
2025-10-08,2.630000114440918,2.789999961853028,2.549999952316284,2.7699999809265137,122700.0,,,,,
2025-10-09,2.440000057220459,2.609999895095825,2.3299999237060547,2.5799999237060547,127200.0,,,,,
2025-10-10,2.4200000762939453,2.690000057220459,2.4200000762939453,2.5299999713897705,133600.0,,,,,
2025-10-13,2.6700000762939453,2.694999933242798,2.5199999809265137,2.559999942779541,142200.0,,,,,
2025-10-14,3.0,3.065000057220459,2.6600000858306885,2.8499999046325684,408100.0,,,,,
2025-10-15,3.009999990463257,3.25,2.940000057220459,3.240000009536743,212800.0,,,,,
2025-10-16,2.450000047683716,3.3299999237060547,2.450000047683716,3.1600000858306885,462400.0,,,,,
2025-10-17,2.184999942779541,2.430000066757202,2.140000104904175,2.4100000858306885,160400.0,,,,,
2025-10-20,,,,,,2.200000047683716,2.318000078201294,2.180000066757202,2.2300000190734863,84300.0
2025-10-21,,,,,,2.240000009536743,2.2690000534057617,2.180000066757202,2.180000066757202,38200.0
2025-10-22,,,,,,2.1500000953674316,2.25,2.115000009536743,2.200000047683716,63300.0
2025-10-23,,,,,,2.180000066757202,2.259999990463257,2.009999990463257,2.109999895095825,117600.0
2025-10-24,,,,,,2.069999933242798,2.190000057220459,2.0399999618530273,2.190000057220459,76700.0
2025-10-27,,,,,,2.0299999713897705,2.1089999675750732,1.9800000190734863,2.069999933242798,69800.0
2025-10-28,,,,,,2.069999933242798,2.109999895095825,1.9199999570846558,1.9600000381469727,94400.0
2025-10-29,,,,,,2.0,2.109999895095825,1.9900000095367432,2.069999933242798,28600.0
2025-10-30,,,,,,1.940000057220459,2.0179998874664307,1.8899999856948853,2.0,122200.0
2025-10-31,,,,,,1.9199999570846558,1.9759999513626099,1.899999976158142,1.9500000476837158,44700.0
2025-11-03,,,,,,1.909999966621399,1.965000033378601,1.8200000524520874,1.9500000476837158,66500.0
2025-11-04,,,,,,1.7400000095367432,1.8600000143051147,1.715000033378601,1.850000023841858,90100.0
2025-11-05,,,,,,1.7599999904632568,1.774999976158142,1.6799999475479126,1.7400000095367432,70900.0
2025-11-06,,,,,,1.7000000476837158,1.7599999904632568,1.690000057220459,1.7300000190734863,33500.0
2025-11-07,,,,,,1.659999966621399,1.659999966621399,1.4950000047683716,1.6299999952316284,119400.0
2025-11-10,,,,,,1.5800000429153442,1.7300000190734863,1.5,1.6699999570846558,148600.0
2025-11-11,,,,,,1.5700000524520874,1.649999976158142,1.5700000524520874,1.6200000047683716,37600.0
2025-11-12,,,,,,1.5199999809265137,1.6440000534057617,1.5099999904632568,1.5700000524520874,41900.0
2025-11-13,,,,,,1.3700000047683716,1.531999945640564,1.309999942779541,1.5099999904632568,140700.0
2025-11-14,,,,,,1.149999976158142,1.3600000143051147,1.100000023841858,1.3600000143051147,192600.0
2025-11-17,,,,,,1.3899999856948853,1.899999976158142,1.2000000476837158,1.2000000476837158,2477400.0
2025-11-18,,,,,,1.340000033378601,1.4800000190734863,1.2000000476837158,1.4800000190734863,275800.0
2025-11-19,,,,,,1.2599999904632568,1.3450000286102295,1.2599999904632568,1.2999999523162842,95200.0
2025-11-20,,,,,,0.9729999899864197,1.2200000286102295,0.9279999732971191,1.2200000286102295,396700.0
2025-11-21,,,,,,0.7409999966621399,1.0,0.6650000214576721,0.9990000128746033,457100.0
2025-11-24,,,,,,0.8999999761581421,1.2000000476837158,0.7519999742507935,0.7519999742507935,3009200.0
2025-11-25,,,,,,0.5090000033378601,0.7889999747276306,0.48500001430511475,0.7580000162124634,2459900.0
2025-11-26,,,,,,0.6600000262260437,0.8600000143051147,0.5699999928474426,0.5799999833106995,10799600.0
2025-11-28,,,,,,0.75,0.7979999780654907,0.6800000071525574,0.699999988079071,22097800.0
2025-12-01,,,,,,0.7269999980926514,0.8159999847412109,0.699999988079071,0.7160000205039978,2308100.0
2025-12-02,,,,,,0.7799999713897705,0.7900000214576721,0.7009999752044678,0.7009999752044678,746100.0
2025-12-03,,,,,,0.7680000066757202,0.7900000214576721,0.7300000190734863,0.734000027179718,585000.0
2025-12-04,,,,,,0.8100000023841858,0.8100000023841858,0.7360000014305115,0.7799999713897705,951900.0
2025-12-05,,,,,,0.7300000190734863,0.8100000023841858,0.7300000190734863,0.8100000023841858,472200.0
2025-12-08,,,,,,0.6990000009536743,0.7720000147819519,0.6679999828338623,0.7409999966621399,433700.0
2025-12-09,,,,,,0.6610000133514404,0.7200000286102295,0.6600000262260437,0.6959999799728394,407100.0
2025-12-10,,,,,,0.6740000247955322,0.6899999976158142,0.6150000095367432,0.6639999747276306,274300.0
2025-12-11,,,,,,0.6389999985694885,0.6869999766349792,0.6200000047683716,0.6869999766349792,374200.0
2025-12-12,,,,,,0.6190000176429749,0.6499999761581421,0.6000000238418579,0.6499999761581421,269800.0
2025-12-15,,,,,,0.5360000133514404,0.625,0.46700000762939453,0.6000000238418579,2279100.0
2025-12-16,,,,,,0.48399999737739563,0.5400000214576721,0.4569999873638153,0.5339999794960022,1299300.0
2025-12-17,,,,,,0.42800000309944153,0.4860000014305115,0.41999998688697815,0.48399999737739563,817500.0
2025-12-18,,,,,,0.4189999997615814,0.46000000834465027,0.4129999876022339,0.45500001311302185,623400.0
2025-12-19,,,,,,0.4309999942779541,0.44999998807907104,0.42100000381469727,0.4399999976158142,448600.0
2025-12-22,,,,,,0.414000004529953,0.4659999907016754,0.4020000100135803,0.45899999141693115,1047000.0
2025-12-23,,,,,,0.4000000059604645,0.42489999532699585,0.39480000734329224,0.4099999964237213,285204.0
