Date,Close,High,Low,Open,Volume,"('Close', 'VCIG')","('High', 'VCIG')","('Low', 'VCIG')","('Open', 'VCIG')","('Volume', 'VCIG')"
2025-09-23,8.600000381469727,9.5600004196167,8.600000381469727,9.5600004196167,140800.0,,,,,
2025-09-24,8.050000190734863,9.18000030517578,8.0,8.380000114440918,116900.0,,,,,
2025-09-25,7.380000114440918,7.900000095367432,7.25,7.869999885559082,115000.0,,,,,
2025-09-26,7.59499979019165,8.220999717712402,7.440000057220459,7.440000057220459,105800.0,,,,,
2025-09-29,7.010000228881836,7.940000057220459,7.0,7.679999828338623,97600.0,,,,,
2025-09-30,6.329999923706055,7.03000020980835,6.21999979019165,6.960000038146973,95600.0,,,,,
2025-10-01,6.239999771118164,6.699999809265137,6.010000228881836,6.150000095367432,2823300.0,,,,,
2025-10-02,6.429999828338623,6.5,6.199999809265137,6.199999809265137,140100.0,,,,,
2025-10-03,6.369999885559082,6.690000057220459,6.25,6.329999923706055,163100.0,,,,,
2025-10-06,6.28000020980835,7.21999979019165,6.28000020980835,6.869999885559082,543200.0,,,,,
2025-10-07,6.260000228881836,6.60099983215332,6.079999923706055,6.28000020980835,168500.0,,,,,
2025-10-08,5.519999980926514,6.239999771118164,5.289999961853027,6.239999771118164,170900.0,,,,,
2025-10-09,4.519999980926514,5.409999847412109,4.184999942779541,5.409999847412109,310100.0,,,,,
2025-10-10,3.799999952316284,4.46999979019165,3.7300000190734863,4.46999979019165,234200.0,,,,,
2025-10-13,3.440000057220459,4.599999904632568,3.375,4.460000038146973,6551700.0,,,,,
2025-10-14,3.75,4.079999923706055,3.0999999046325684,3.3299999237060547,485600.0,,,,,
2025-10-15,3.25,3.7890000343322754,3.2100000381469727,3.7100000381469727,235800.0,,,,,
2025-10-16,3.359999895095825,3.4649999141693115,3.1600000858306885,3.390000104904175,130800.0,,,,,
2025-10-17,2.9100000858306885,3.380000114440918,2.880000114440918,3.309999942779541,197100.0,,,,,
2025-10-20,,,,,,2.819999933242798,3.0,2.5999999046325684,2.940000057220459,200600.0
2025-10-21,,,,,,2.5799999237060547,2.819999933242798,2.5239999294281006,2.819999933242798,243700.0
2025-10-22,,,,,,2.3399999141693115,2.630000114440918,2.2100000381469727,2.630000114440918,286000.0
2025-10-23,,,,,,2.609999895095825,3.490000009536743,2.1700000762939453,2.5,6373900.0
2025-10-24,,,,,,2.4000000953674316,2.75,2.4000000953674316,2.450000047683716,481100.0
2025-10-27,,,,,,2.2200000286102295,2.4700000286102295,2.1700000762939453,2.4700000286102295,326500.0
2025-10-28,,,,,,2.0,2.2219998836517334,1.9600000381469727,2.2200000286102295,294100.0
2025-10-29,,,,,,1.7999999523162842,2.0899999141693115,1.7300000190734863,1.9500000476837158,11436800.0
2025-10-30,,,,,,1.8600000143051147,3.549999952316284,1.8350000381469727,3.5450000762939453,60419300.0
2025-10-31,,,,,,1.3899999856948853,1.7899999618530273,1.340000033378601,1.590000033378601,3798500.0
2025-11-03,,,,,,1.3300000429153442,1.440000057220459,1.2999999523162842,1.399999976158142,1107700.0
2025-11-04,,,,,,1.159999966621399,1.3109999895095825,1.1399999856948853,1.2999999523162842,916400.0
2025-11-05,,,,,,1.1399999856948853,1.309999942779541,1.1100000143051147,1.159999966621399,968800.0
2025-11-06,,,,,,1.090000033378601,1.1660000085830688,1.0399999618530273,1.149999976158142,732300.0
2025-11-07,,,,,,1.0299999713897705,1.100000023841858,0.9129999876022339,1.0499999523162842,1011000.0
2025-11-10,,,,,,1.7699999809265137,2.180000066757202,1.2599999904632568,1.340000033378601,25338100.0
2025-11-11,,,,,,1.2999999523162842,1.899999976158142,1.2899999618530273,1.899999976158142,32251600.0
2025-11-12,,,,,,1.690000057220459,1.75,1.4600000381469727,1.649999976158142,24545200.0
2025-11-13,,,,,,1.5099999904632568,1.5700000524520874,1.3799999952316284,1.3899999856948853,2283800.0
2025-11-14,,,,,,1.190000057220459,1.5099999904632568,1.1449999809265137,1.2699999809265137,3086400.0
2025-11-17,,,,,,1.1399999856948853,1.3550000190734863,1.1399999856948853,1.2999999523162842,3546500.0
2025-11-18,,,,,,1.0199999809265137,1.1299999952316284,0.996999979019165,1.1100000143051147,2894500.0
2025-11-19,,,,,,1.2200000286102295,1.2400000095367432,1.1100000143051147,1.1699999570846558,5124400.0
2025-11-20,,,,,,1.159999966621399,1.274999976158142,1.1200000047683716,1.1399999856948853,1838200.0
2025-11-21,,,,,,1.159999966621399,1.2100000381469727,1.0700000524520874,1.159999966621399,1448100.0
2025-11-24,,,,,,1.159999966621399,1.1799999475479126,1.1200000047683716,1.1399999856948853,618700.0
2025-11-25,,,,,,1.1200000047683716,1.1549999713897705,1.0800000429153442,1.149999976158142,1173000.0
2025-11-26,,,,,,1.059999942779541,1.1230000257492065,1.059999942779541,1.100000023841858,1227000.0
2025-11-28,,,,,,1.1200000047683716,1.159999966621399,1.0850000381469727,1.100000023841858,651400.0
2025-12-01,,,,,,1.0499999523162842,1.1100000143051147,1.0299999713897705,1.1100000143051147,1311300.0
2025-12-02,,,,,,1.059999942779541,1.149999976158142,0.9079999923706055,1.1299999952316284,20978800.0
2025-12-03,,,,,,0.949999988079071,1.0299999713897705,0.9100000262260437,1.0199999809265137,1824300.0
2025-12-04,,,,,,1.1699999570846558,1.2799999713897705,0.8899999856948853,0.9470000267028809,6957300.0
2025-12-05,,,,,,1.1200000047683716,1.1799999475479126,0.9610000252723694,1.0299999713897705,4466400.0
2025-12-08,,,,,,1.059999942779541,1.1299999952316284,1.0,1.1299999952316284,2310400.0
2025-12-09,,,,,,0.9649999737739563,1.0199999809265137,0.9649999737739563,1.0199999809265137,1567500.0
2025-12-10,,,,,,0.9490000009536743,0.9629999995231628,0.9010000228881836,0.9629999995231628,1611000.0
2025-12-11,,,,,,0.8820000290870667,0.9350000023841858,0.8560000061988831,0.9190000295639038,1477100.0
2025-12-12,,,,,,0.8629999756813049,0.8930000066757202,0.800000011920929,0.8429999947547913,1387800.0
2025-12-15,,,,,,0.7020000219345093,0.8679999709129333,0.6909999847412109,0.8600000143051147,1836600.0
2025-12-16,,,,,,0.5770000219345093,0.6800000071525574,0.550000011920929,0.6800000071525574,3226800.0
2025-12-17,,,,,,0.609000027179718,0.6449999809265137,0.5929999947547913,0.6000000238418579,1400000.0
2025-12-18,,,,,,0.6299999952316284,0.6759999990463257,0.6019999980926514,0.6100000143051147,897600.0
2025-12-19,,,,,,0.5770000219345093,0.6610000133514404,0.550000011920929,0.6389999985694885,1944400.0
2025-12-22,,,,,,0.5799999833106995,0.6150000095367432,0.5740000009536743,0.5899999737739563,994300.0
2025-12-23,,,,,,0.5673999786376953,0.574999988079071,0.5501999855041504,0.574999988079071,238902.0
